Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,Personal Loan
40,3,2.2,2,87,0,0,1,0,0
114,2,4.4,2,0,0,0,0,0,1
48,1,2.2,3,0,0,0,1,1,0
63,1,0.8,3,0,0,0,1,0,0
53,2,1.1,1,0,0,0,1,1,0
164,4,6.202452888497591,3,26,0,1,1,1,1
165,3,4.16968749434364,2,88,0,1,0,0,1
132,2,6.674259599288595,2,279,0,1,0,0,1
69,3,2.1,1,0,0,0,0,0,0
71,1,0.1,1,257,0,0,1,1,0
12,1,0.1,2,0,0,0,1,0,0
81,4,3.8,2,0,0,0,0,0,0
35,1,1.8,2,0,0,0,0,0,0
69,3,2.0,2,0,0,0,1,0,0
101,3,3.8,3,150,0,0,1,0,1
156,3,4.795586947793859,2,171,0,1,1,1,1
165,4,5.138080484597033,2,326,1,0,0,0,1
166,2,3.2087111290724866,2,71,0,1,0,1,1
42,1,2.5,3,0,0,0,1,0,0
103,4,3.4,1,0,0,0,1,0,1
150,3,8.30419651074455,2,13,0,1,1,0,1
167,3,3.8199811299234216,2,360,0,0,1,0,1
81,4,0.2,3,167,1,0,0,0,0
160,4,6.9922660711393965,2,177,0,1,0,0,1
90,1,0.1,2,0,0,0,0,1,0
135,2,3.290456024043248,2,151,1,1,1,1,1
11,1,0.1,1,0,0,0,1,0,0
202,4,7.736098891737617,3,113,0,1,1,0,1
69,3,0.7,2,0,0,0,1,1,0
55,1,0.3,1,0,0,0,1,1,0
62,3,0.3,2,0,0,0,1,0,0
93,1,2.7,2,0,0,0,1,0,0
178,2,3.9915569819310255,2,355,0,1,1,0,1
58,4,0.2,3,0,0,0,1,0,0
126,4,5.505301049220885,2,116,0,1,1,0,1
40,4,1.67,3,0,0,0,1,0,0
130,3,4.795203887595399,2,212,0,1,0,1,1
92,2,0.6,1,0,0,0,1,0,0
165,1,5.008612496175264,2,241,0,1,0,0,1
141,2,3.7332462552320766,3,202,0,1,1,0,1
38,1,0.8,1,0,0,0,1,0,0
174,2,7.517499020740009,3,239,0,1,0,0,1
171,4,0.7,1,567,0,1,1,1,1
61,3,0.7,1,0,0,0,0,0,0
44,3,0.1,2,0,0,0,0,0,0
52,2,1.0,3,0,0,0,0,0,0
137,4,4.895614443866494,3,259,0,1,0,1,1
109,1,7.0,1,366,0,0,1,0,0
151,4,6.507325790092068,2,260,0,1,0,0,1
146,3,3.0977044648136336,3,117,0,1,0,0,1
180,1,7.999018025565068,2,82,0,1,0,0,1
58,3,0.3,3,0,1,0,1,0,0
188,1,0.9,3,282,0,0,1,0,1
28,1,0.5,3,90,0,0,0,0,0
62,3,0.8,3,0,0,0,0,1,0
84,1,1.8,3,0,0,0,1,1,0
139,3,3.8872110059744,2,361,0,1,0,0,1
154,3,5.3756442471139305,2,67,0,1,0,1,1
12,2,0.0,3,0,0,0,0,0,0
82,3,3.7,2,0,0,0,1,0,1
124,4,5.0,3,0,0,0,0,0,1
157,2,4.453274431947801,3,229,0,1,0,1,1
152,1,4.515486743135737,2,307,0,1,0,0,1
201,2,6.67,1,0,1,0,1,0,0
83,2,3.4,1,0,0,0,0,0,1
83,1,0.0,1,0,0,0,1,0,0
123,3,3.1848226564571256,2,123,0,1,1,0,1
169,2,3.7907242469881504,2,68,1,1,0,1,1
43,1,1.9,2,0,0,0,1,0,0
23,3,0.4,2,0,0,0,0,0,0
19,4,0.4,2,0,0,0,0,0,0
167,2,6.155821554202608,2,240,0,1,1,1,1
143,4,9.26342812237392,3,144,1,1,1,1,1
40,2,1.0,3,0,0,0,0,0,0
52,1,1.4,1,0,0,0,1,0,0
78,1,2.6,2,0,0,0,1,0,0
115,3,4.6,3,0,0,0,0,0,1
175,2,3.011437411067289,2,0,0,1,0,0,1
71,4,0.7,3,0,0,0,1,0,0
71,1,1.4,3,0,0,0,0,0,0
182,1,4.615710237542512,3,308,0,1,0,0,1
34,3,0.9,1,0,0,0,1,0,0
162,1,2.9,1,0,0,0,1,1,0
32,1,0.6,3,166,0,0,1,0,0
123,1,2.9,1,0,0,0,0,0,0
128,2,0.4,1,0,0,0,0,0,0
58,3,0.9,3,128,0,0,0,1,0
54,2,1.67,2,122,0,0,1,0,0
204,4,6.798554637296059,2,49,0,1,1,1,1
164,2,6.608852869258406,3,166,1,1,1,1,1
134,4,6.094440101316067,3,12,0,1,0,0,1
20,1,0.4,3,0,0,0,1,0,0
153,4,3.0728797236150585,2,52,0,1,1,0,1
152,4,2.9514537157555645,1,305,0,1,1,0,1
60,4,2.0,2,0,0,0,1,1,0
84,2,0.4,3,145,0,0,0,0,0
150,3,3.442653072308788,2,232,0,1,1,1,1
73,4,1.6,2,0,0,0,0,0,0
12,2,0.2,3,0,0,0,1,0,0
22,2,0.3,2,0,0,0,1,0,0
109,3,1.1,1,0,0,0,0,0,0
41,4,2.5,1,0,0,0,1,1,0
161,3,3.367898248904132,2,0,0,1,0,1,1
43,1,1.3,2,0,1,0,1,0,0
138,2,4.174097165003503,2,72,1,1,0,0,1
62,3,2.33,1,131,0,1,1,1,0
140,3,5.6,1,0,0,0,0,0,1
89,1,0.1,2,307,0,0,0,1,0
63,4,2.2,2,0,1,0,1,0,0
158,4,4.980889556243118,2,211,0,1,1,1,1
154,3,8.388942239057371,2,70,0,1,1,0,1
138,2,5.517336958432602,2,251,0,1,0,0,1
44,2,1.67,2,0,1,0,0,1,0
53,1,2.0,1,0,0,0,1,1,0
152,2,5.194838407428806,3,154,0,1,0,1,1
196,3,3.2620263496441853,2,140,0,1,0,1,1
154,3,3.366661364203277,3,32,0,1,1,0,1
134,4,6.3877165905574484,3,69,0,1,1,1,1
114,1,1.0,3,0,0,0,1,1,0
74,2,0.7,2,0,0,0,1,1,0
158,1,2.4,1,0,0,0,1,1,0
140,2,5.88034472685426,2,308,0,1,0,0,1
141,3,3.0472945900593937,2,67,1,1,0,0,1
23,1,0.4,3,0,0,0,0,0,0
152,1,7.3,1,0,0,0,1,0,0
92,2,1.3,1,287,0,0,1,0,0
180,1,1.7,1,550,0,0,1,0,0
179,1,4.1,1,0,0,0,1,0,0
133,3,3.258297861212432,2,211,0,1,0,0,1
55,4,2.0,2,147,0,0,0,1,0
40,1,1.6,1,0,0,0,1,0,0
84,1,1.8,3,0,0,0,0,0,0
158,1,4.7,2,0,1,1,0,1,1
149,2,3.529397230613393,3,39,0,1,1,0,1
154,1,6.0,1,0,0,0,0,0,0
45,4,1.3,2,0,0,0,1,0,0
70,1,2.9,1,0,0,0,0,1,0
61,1,1.4,3,0,0,0,0,0,0
156,3,3.293214940486193,2,376,1,1,1,0,1
12,4,0.5,2,78,1,0,1,0,0
130,2,4.667859106847917,2,198,0,1,0,0,1
65,3,0.7,2,0,0,0,1,0,0
12,4,1.0,1,0,0,0,1,0,0
79,3,0.8,1,302,0,0,0,0,0
151,4,4.353048663577007,3,47,0,1,0,1,1
155,1,3.788128333897727,2,71,1,1,1,0,1
166,4,3.9498040843469484,3,154,0,1,0,1,1
35,3,0.9,3,0,0,0,0,0,0
142,2,5.700385525888177,3,216,0,1,1,1,1
154,3,4.303156750357399,2,149,0,1,1,0,1
59,2,0.8,3,0,0,0,1,0,0
69,4,0.4,1,0,0,0,0,0,0
122,1,3.028798817694773,2,283,0,1,0,0,1
75,2,1.7,2,0,0,0,1,0,0
60,1,2.8,2,0,0,0,1,1,0
20,4,1.5,2,0,0,0,1,0,0
60,2,3.0,1,132,0,0,0,0,1
75,2,2.3,3,0,0,0,0,0,0
33,2,2.0,2,0,0,0,1,0,0
85,2,1.7,2,0,0,0,0,1,0
125,2,3.9,1,0,0,0,1,1,0
194,2,8.8,1,428,0,0,0,0,0
142,2,3.3,1,0,0,0,0,0,0
42,3,0.6,2,121,0,0,1,0,0
90,1,2.6,2,0,1,0,1,0,0
134,1,6.2908395647107564,2,382,1,1,1,0,1
21,3,0.2,2,0,0,0,1,0,0
15,4,0.4,1,85,0,0,1,0,0
141,3,1.9670330045971365,2,410,0,1,0,1,1
48,3,2.5,2,113,0,0,1,1,0
130,1,5.0,1,0,0,0,0,1,0
25,2,0.8,3,0,0,0,0,0,0
171,2,5.901251447997503,3,17,0,1,1,0,1
149,1,4.068690428797954,2,341,0,1,1,1,1
89,4,1.9,3,0,0,0,1,0,0
124,3,4.44913690089746,3,363,0,0,0,0,1
136,2,6.2903410672863895,3,281,0,1,1,1,1
142,3,3.9576719418403936,2,234,0,1,0,1,1
93,1,4.9,1,133,0,1,1,1,0
172,1,5.715414822831301,3,34,0,1,1,1,1
14,2,0.0,1,103,0,0,1,0,0
134,3,4.0,2,0,0,0,0,1,1
42,1,2.1,3,0,0,0,1,0,0
38,4,0.8,1,129,0,0,1,1,0
45,2,0.1,1,0,0,0,0,1,0
114,3,4.2,2,0,0,0,1,0,1
29,4,0.1,1,0,0,0,1,1,0
62,3,2.3,1,0,0,0,0,0,0
114,2,3.8,3,0,1,0,0,0,0
85,1,2.7,2,100,0,0,1,0,0
141,1,5.10450684602832,3,110,0,1,0,0,1
154,2,6.1,1,325,0,0,1,0,0
151,4,3.2757882694564717,3,381,0,1,0,0,1
81,1,2.8,3,145,0,0,0,0,0
165,4,3.814844784019339,1,299,0,1,1,1,1
163,2,0.5,1,400,0,0,0,0,0
53,1,1.6,2,0,0,0,1,0,0
124,4,6.123048695782128,2,237,0,1,0,0,1
45,3,0.6,2,204,0,0,1,0,0
149,4,4.960002869321763,3,33,0,1,1,1,1
115,1,1.9,1,200,0,0,1,0,0
142,2,2.8,3,0,0,0,0,1,1
22,1,1.0,1,0,0,0,0,0,0
179,2,2.998342846845232,2,152,0,1,0,0,1
162,2,8.466580329753093,2,169,0,1,1,0,1
34,3,2.0,3,0,0,0,0,1,0
137,3,3.9492490694418847,2,194,0,1,1,0,1
180,1,3.8035400353749753,2,76,0,1,1,0,1
181,3,3.4462655372702744,2,55,0,1,0,0,1
38,4,1.3,1,166,0,0,1,1,0
138,4,4.539000053951648,3,527,0,0,1,1,1
72,3,2.3,1,285,0,0,0,0,0
159,4,3.636526142566279,3,275,0,1,0,1,1
12,4,1.0,1,90,0,0,1,0,0
55,1,2.0,1,0,0,0,1,0,0
150,3,3.7364446116459735,2,201,0,1,0,1,1
49,3,1.1,2,0,0,0,0,1,0
44,1,0.3,1,187,0,0,1,1,0
53,2,1.6,3,0,0,0,0,0,0
160,3,5.345086567117684,2,293,0,1,0,1,1
102,4,2.3,3,0,0,0,0,0,0
39,3,1.5,1,0,0,0,1,0,0
139,3,1.9185473267584812,2,464,1,1,0,0,1
126,3,7.451955309889024,2,183,0,1,1,0,1
104,1,4.0,3,0,0,1,1,1,0
166,4,3.570344080560953,3,154,0,1,0,0,1
172,3,7.789346524911915,2,321,0,0,1,0,1
120,2,2.0,1,0,0,0,0,1,0
89,1,1.5,3,0,0,0,1,0,0
38,4,0.9,2,95,0,0,1,1,0
82,4,2.6,3,294,0,0,0,0,0
150,2,6.1196106972062525,3,145,0,1,0,1,1
64,4,0.2,3,0,0,0,1,1,0
129,1,5.0,1,0,1,0,1,0,0
165,4,3.9859395218515674,3,405,1,1,0,1,1
112,4,2.4,3,0,0,0,1,1,0
181,3,4.442635082121669,3,222,0,1,1,1,1
164,1,5.0316504329021035,2,130,0,1,0,0,1
178,3,5.3580196542636855,2,129,0,1,1,0,1
52,3,0.7,2,0,0,0,1,0,0
164,3,5.7545050110942855,1,351,1,1,1,0,1
91,2,1.8,2,321,0,0,0,0,0
52,4,1.7,2,0,0,0,0,0,0
179,1,3.0109487409443854,3,470,0,1,1,1,1
14,2,1.0,2,83,0,0,0,0,0
49,3,0.9,3,0,0,1,1,1,0
179,3,4.9,1,142,0,0,1,0,1
44,4,0.8,1,0,0,0,1,0,0
31,1,0.6,3,0,0,0,1,0,0
69,1,0.8,3,184,0,1,1,1,0
210,1,3.4434827182128545,3,102,0,1,1,0,1
191,4,9.890789867453552,2,16,0,1,0,0,1
179,3,1.2,1,0,1,1,1,0,1
81,4,4.9,1,209,0,0,1,0,0
49,4,2.5,2,0,0,0,1,0,0
142,2,3.7209959747954193,2,8,0,1,0,0,1
175,2,5.950884071219021,3,41,0,1,1,0,1
81,2,3.2,1,0,0,0,0,0,0
128,1,4.7,1,0,0,0,0,0,0
25,3,0.1,2,0,0,0,0,0,0
183,1,8.207669177102696,3,123,0,1,1,0,1
140,3,5.084824083268278,3,255,1,1,0,0,1
180,1,8.9,3,0,0,0,0,0,1
44,3,0.6,2,0,0,0,1,0,0
54,3,2.3,1,0,0,0,0,1,0
129,2,6.366046835628292,2,162,1,1,1,0,1
80,4,2.2,2,0,0,0,1,0,0
160,3,4.0384694763203415,3,199,0,1,0,1,1
75,4,1.4,2,0,0,0,1,0,0
40,1,0.8,1,118,0,0,0,1,0
104,3,1.0,1,0,0,0,1,0,0
78,4,2.67,1,99,0,0,1,0,0
147,2,3.0038773147606395,3,313,0,1,0,0,1
134,2,3.1,1,0,0,0,1,0,0
182,2,3.3,3,372,0,0,0,0,1
133,2,3.0351409056526792,3,299,0,1,0,1,1
54,2,1.5,2,0,0,0,0,1,0
120,1,7.4,1,186,0,0,1,0,0
129,4,3.6574423414055146,3,193,1,1,1,0,1
40,1,0.5,3,0,1,0,1,0,0
147,3,6.1372475649865805,2,271,0,1,1,1,1
34,1,1.7,1,164,0,0,0,0,0
185,4,7.5,2,428,0,0,0,1,1
180,1,3.6,3,571,0,1,1,1,1
140,2,7.6,1,132,0,0,0,0,0
79,4,4.9,1,0,0,0,0,0,0
129,4,1.9745922165670675,2,329,0,1,0,1,1
156,2,7.726884529832356,2,58,0,1,1,0,1
163,4,5.009212727189877,3,68,0,1,0,1,1
169,3,4.501411143027132,3,63,0,1,1,0,1
49,1,2.2,3,128,0,0,0,0,0
149,1,4.93709823870366,3,44,0,1,1,1,1
49,1,2.5,3,0,0,0,0,0,0
9,2,0.0,3,96,0,0,1,1,0
93,2,0.2,1,0,0,0,0,0,0
185,4,3.4736772579336064,2,108,0,1,1,0,1
170,3,7.274667002615682,2,79,1,1,1,0,1
111,1,3.8,1,0,1,0,0,0,0
71,3,2.2,1,0,0,0,0,1,0
30,4,0.9,2,0,0,0,0,1,0
35,1,0.6,3,171,0,0,0,0,0
103,1,1.9,1,120,0,0,1,0,0
159,1,5.475797816201349,2,209,0,1,0,1,1
153,3,2.9917899619504045,3,273,0,1,0,1,1
160,4,5.358108592545813,3,601,0,0,1,0,1
135,4,3.129162500606654,2,247,0,1,1,0,1
25,2,0.8,3,0,0,0,0,1,0
15,1,0.4,2,82,1,1,1,1,0
85,2,1.3,1,119,0,0,1,1,0
124,1,4.7,1,0,0,0,1,1,0
48,4,2.2,2,207,0,0,0,0,0
75,3,2.0,3,0,0,0,1,0,0
123,1,2.3,2,0,1,1,1,0,1
123,3,5.6,3,428,0,0,1,0,1
40,3,2.4,2,0,0,0,1,0,0
62,1,1.5,3,255,0,0,1,0,0
159,3,5.457383618625884,2,536,0,0,1,0,1
100,2,2.0,1,127,0,0,0,0,0
154,2,3.2258555350514277,3,189,1,1,1,1,1
83,4,2.67,1,0,0,0,1,0,0
203,3,4.537264558172484,3,150,1,1,1,0,1
158,3,7.262773610146674,3,315,1,0,1,1,1
41,1,0.5,3,0,0,0,0,0,0
144,1,4.1,1,0,0,0,0,0,0
159,3,0.22545537837570784,2,317,0,1,0,0,1
132,2,3.9,1,0,0,0,0,0,0
29,4,0.8,1,135,0,0,1,0,0
168,4,5.205547808096272,2,74,0,1,0,0,1
159,2,8.206570341748298,3,45,0,1,0,0,1
68,1,1.8,3,95,0,0,0,0,0
59,1,1.2,1,139,0,0,1,0,0
11,2,0.3,1,89,0,0,0,0,0
24,4,1.5,3,0,0,0,0,0,0
93,2,2.2,1,0,0,0,1,0,0
99,2,2.7,1,0,0,0,0,0,0
99,1,4.6,1,368,1,1,0,1,1
71,3,0.3,2,0,0,0,0,1,0
131,4,3.975779148200915,2,25,1,1,0,1,1
184,1,8.1,1,303,0,0,1,0,0
120,1,4.1,2,0,1,1,0,1,1
149,2,4.459421175891403,3,182,0,1,1,0,1
129,4,5.015711198526368,2,144,0,1,0,0,1
146,2,5.929391497527179,2,202,0,1,1,1,1
90,2,4.5,3,0,0,0,1,0,0
51,4,2.2,2,110,0,0,1,0,0
64,4,3.0,3,221,0,0,1,0,1
157,2,8.415086492748777,3,187,0,1,0,0,1
134,4,4.955777867570929,2,251,0,1,1,0,1
28,1,1.2,3,0,0,0,1,0,0
129,2,5.680258481738332,2,142,1,1,1,1,1
18,1,0.2,1,0,0,0,1,1,0
134,4,0.9,1,198,0,0,1,0,1
51,1,1.4,1,0,0,0,1,1,0
32,1,1.9,3,0,0,0,1,0,0
170,3,5.328351533693193,2,21,0,1,1,0,1
49,4,2.2,1,204,1,0,1,0,0
50,3,1.4,3,112,0,0,1,0,0
184,3,7.475181714886001,2,31,1,1,1,0,1
73,4,2.9,1,0,0,0,0,0,0
38,2,2.1,3,0,0,0,0,0,0
35,1,0.6,3,0,0,0,0,0,0
20,3,0.4,2,94,0,0,0,0,0
128,3,3.601897313168052,2,29,0,1,0,1,1
125,3,7.125369551216598,2,282,0,1,1,0,1
114,4,2.1,3,0,0,0,1,0,0
28,1,1.0,1,84,0,0,1,1,0
141,2,0.2,3,0,0,0,0,0,1
149,3,6.231189380161142,3,481,0,1,1,0,1
172,3,3.4,2,0,0,0,0,1,1
41,3,0.5,3,0,0,0,1,0,0
55,4,2.5,2,0,0,0,1,0,0
125,2,3.612366488683541,2,219,0,1,0,0,1
39,2,1.7,2,0,0,0,0,0,0
35,2,0.3,1,98,0,0,1,0,0
62,2,1.5,2,0,0,0,1,1,0
125,3,5.990775005827169,3,8,0,1,0,1,1
164,3,6.29496166763295,2,224,0,1,1,1,1
149,2,4.514612013322682,2,28,0,1,1,1,1
105,2,1.4,1,0,0,0,1,0,0
104,2,2.5,1,184,1,0,1,0,0
13,4,1.0,1,0,0,0,1,0,0
163,4,5.245960259381334,2,172,1,1,1,0,1
114,2,0.4,1,0,0,0,0,0,0
89,2,1.7,2,314,0,0,0,1,0
171,2,1.9,2,0,0,0,0,0,1
52,1,1.4,3,207,1,0,0,0,0
183,2,4.10299859681155,2,58,0,1,0,0,1
33,3,0.2,1,0,1,0,0,0,0
52,4,0.7,1,0,1,0,0,0,0
55,1,1.3,2,236,0,0,0,1,0
81,1,2.9,3,259,0,0,1,1,0
161,2,7.4993656195923295,3,224,0,1,0,0,1
43,4,1.9,3,0,0,0,1,0,0
20,1,0.75,3,0,0,0,1,0,0
52,2,1.0,2,0,0,0,1,0,0
82,3,0.8,1,0,0,0,1,0,0
111,2,1.4,1,298,0,0,1,0,0
30,2,0.7,2,145,0,0,0,0,0
178,1,4.1,1,207,0,0,1,0,0
60,4,1.6,2,0,0,0,0,1,0
19,4,0.4,2,124,1,0,0,0,0
151,3,5.872816881023523,2,148,0,1,1,0,1
130,1,1.0,1,0,0,0,0,0,0
155,3,7.972150859520624,2,117,0,1,1,0,1
140,3,5.047109504091257,2,390,0,1,0,0,1
171,3,8.92219861104888,2,245,0,1,1,1,1
40,4,1.0,3,0,0,0,1,0,0
12,2,0.4,1,0,0,0,0,1,0
59,1,2.8,2,0,0,0,0,0,0
