Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,Personal Loan
191,1,2.9,1,0,0,0,0,0,0
81,1,3.0,3,0,0,0,1,0,0
22,1,1.5,2,111,0,0,1,0,0
40,1,0.2,1,0,1,1,1,1,0
171,2,5.59457778213606,2,200,0,1,1,1,1
95,2,0.7,2,322,0,0,1,1,0
139,4,5.617798860974308,2,339,0,1,1,0,1
44,3,0.9,1,89,0,0,0,0,0
43,3,1.4,1,0,0,0,0,1,0
79,4,1.4,2,0,1,0,0,1,0
84,3,1.5,1,0,0,0,1,1,0
49,4,2.5,2,0,0,0,1,0,0
29,2,0.3,2,131,0,0,1,1,0
158,2,3.2454636152005945,3,324,0,1,1,0,1
78,4,0.8,1,78,0,0,1,0,0
38,1,0.2,1,0,1,0,0,0,0
78,3,0.6,2,0,0,0,1,0,0
38,3,2.5,2,0,0,0,0,0,0
184,1,8.1,1,0,0,0,0,0,0
175,4,4.229056836538179,2,262,0,1,1,0,1
24,4,0.4,2,142,0,0,1,0,0
125,3,2.4,1,0,0,0,1,0,1
91,2,1.7,2,0,1,0,1,0,0
149,1,4.7,1,0,1,0,0,0,0
9,4,0.7,1,89,0,0,1,0,0
64,2,2.3,3,0,0,0,0,0,0
164,4,3.9545337350799463,2,111,0,1,1,0,1
38,4,2.8,2,144,1,0,1,0,0
59,4,2.2,1,232,0,0,1,1,0
38,1,1.33,1,0,1,0,1,0,0
151,3,6.045686021993804,3,125,0,1,1,1,1
79,2,2.5,1,0,0,0,1,0,0
141,3,5.861127286574397,2,40,1,1,1,1,1
73,4,2.67,1,0,0,0,1,1,0
146,3,4.353439657693246,2,90,0,1,1,0,1
131,3,4.897514000768162,3,78,0,1,0,0,1
126,3,5.4665272375566065,2,93,0,1,1,0,1
81,2,3.7,1,226,0,0,1,1,0
33,4,0.3,1,142,0,0,0,1,0
39,3,1.9,2,0,0,0,0,0,0
25,2,0.3,1,123,0,0,1,0,0
23,4,0.7,1,0,0,0,1,1,0
64,3,1.6,3,0,0,0,1,0,0
143,2,3.6901072347227766,2,235,0,1,1,1,1
83,1,3.1,1,0,0,0,1,0,1
144,4,3.5,2,0,0,0,0,0,1
139,3,7.5554615757177865,2,136,0,1,1,0,1
32,4,1.8,1,83,0,0,0,0,0
167,4,4.564094922076159,2,29,0,1,1,0,1
31,4,1.1,3,85,1,1,1,1,0
131,3,7.204309986647292,2,268,0,1,0,0,1
125,2,4.879269232949898,3,6,0,1,1,0,1
42,3,1.0,3,0,0,0,1,0,0
32,3,2.0,3,116,0,0,1,0,0
127,1,3.6958735019761253,3,100,1,1,1,1,1
122,3,3.8031346459738655,2,175,0,1,0,0,1
172,3,3.720477411892736,3,150,0,1,1,1,1
21,3,1.3,2,0,0,0,1,1,0
132,3,4.477974403215461,2,342,1,0,0,0,1
185,3,2.7,1,0,0,0,1,0,1
150,2,6.9,1,196,0,0,0,0,0
173,2,6.7812961526707864,3,136,0,1,1,0,1
9,2,0.2,3,0,0,0,1,0,0
155,3,7.734268646227022,3,66,0,1,0,1,1
62,3,0.9,3,0,0,0,1,0,0
113,1,0.9,1,406,0,0,1,0,0
39,4,2.1,3,0,0,0,1,0,0
115,4,2.9,2,0,0,0,1,0,1
90,2,0.0,3,134,0,0,0,0,0
184,1,3.990731734598768,2,150,0,1,1,0,1
31,2,0.3,2,0,1,0,1,0,0
155,1,8.07680706465673,2,229,0,1,0,0,1
84,4,2.6,3,289,1,1,1,1,0
176,3,3.8187085419894915,3,1,0,1,1,1,1
141,2,3.0914378333123453,3,165,0,1,1,0,1
149,2,6.8,1,0,0,0,1,0,0
39,2,0.8,1,0,0,0,1,0,0
74,1,1.4,3,0,1,0,0,0,0
133,3,3.4123136488422547,3,78,0,1,0,1,1
141,2,5.504334620436058,3,228,0,1,1,1,1
43,3,0.9,3,175,0,0,0,0,0
83,1,2.4,1,0,0,0,1,0,0
73,2,2.3,3,0,0,0,1,1,0
178,1,0.8,3,0,0,0,0,0,1
34,1,1.5,2,0,0,0,0,0,0
42,2,2.5,1,0,1,0,1,0,0
21,1,0.2,1,89,0,0,1,0,0
62,4,2.2,1,0,0,0,0,0,0
124,1,0.2,2,0,0,0,1,0,1
148,3,4.394480518682589,3,161,0,1,1,0,1
175,3,8.66558614519228,3,410,0,0,0,0,1
44,4,0.9,2,107,0,0,1,0,0
169,1,6.5,3,272,1,1,1,0,1
8,3,0.1,3,87,0,0,0,1,0
152,2,4.29418920967451,2,204,1,1,0,0,1
182,3,5.8,3,0,0,0,1,0,1
134,4,3.4421568443095025,3,380,0,1,0,0,1
134,2,4.395821233294306,2,61,0,1,1,0,1
32,3,1.3,1,0,0,0,0,0,0
147,1,5.280569570800428,3,121,1,1,0,0,1
78,3,1.8,2,0,0,0,0,0,0
167,3,4.060822921141045,2,311,0,0,0,0,1
159,4,6.50214296385815,2,371,0,1,1,0,1
29,3,0.2,1,79,0,0,1,1,0
28,4,0.8,1,0,0,0,1,0,0
39,3,1.0,3,0,1,0,0,1,0
171,3,6.218334209271277,2,96,0,1,1,1,1
85,4,2.1,3,0,0,0,1,0,0
188,2,4.5,1,0,1,0,1,0,0
42,4,2.2,2,126,0,0,0,0,0
178,4,3.9476219458257606,2,232,0,1,0,1,1
141,3,4.208361897009239,2,198,0,1,1,0,1
153,1,4.9052217752296725,3,73,1,1,1,0,1
125,4,7.906662497164644,2,79,0,1,1,0,1
95,4,1.0,2,0,0,0,1,1,0
196,3,3.3305563622621883,2,177,0,1,1,0,1
22,3,0.2,1,0,0,0,1,0,0
52,4,1.67,3,0,0,0,0,0,0
70,3,1.5,1,0,0,0,1,0,0
124,3,4.190569373848765,2,89,0,1,0,0,1
24,3,1.0,2,0,0,0,1,1,0
195,4,5.784515795526823,2,94,0,1,1,0,1
14,4,0.7,2,105,0,0,1,0,0
20,2,0.4,1,76,0,0,0,0,0
28,1,1.5,2,0,1,1,1,1,0
133,2,4.871694933903162,3,44,0,1,0,0,1
126,3,4.224760801335295,2,69,0,1,1,0,1
143,4,5.033962714492483,3,140,0,1,0,1,1
18,4,0.3,2,84,0,0,1,0,0
159,4,3.4303685199664087,2,339,1,1,1,1,1
141,2,5.227312363338237,3,167,0,1,1,0,1
44,4,0.6,2,0,1,1,1,0,0
23,1,0.5,2,0,0,0,1,0,0
200,2,4.220279150892867,3,342,0,1,0,1,1
141,2,4.9,3,0,0,0,0,1,1
100,1,2.7,2,126,0,0,1,0,0
75,2,3.2,3,0,0,0,0,1,0
134,4,7.8455588431415695,2,108,0,1,1,0,1
39,3,2.1,3,0,0,0,0,0,0
35,2,0.7,3,0,1,0,0,1,0
139,4,6.9299981280969885,2,22,0,1,0,0,1
166,2,3.087588462479089,3,42,0,1,1,0,1
147,3,5.063640989134871,2,52,1,1,1,1,1
25,1,1.4,3,0,0,0,0,0,0
38,1,2.0,2,0,0,0,0,0,0
48,1,1.0,1,212,0,0,1,0,0
156,2,4.962433462476813,2,48,1,1,1,0,1
128,2,3.9,1,0,0,0,1,1,0
112,1,2.0,1,0,1,0,0,0,0
65,2,3.7,1,0,0,0,1,0,0
171,3,3.932533052794063,2,14,0,1,1,0,1
142,2,3.71914005940318,3,12,0,1,1,0,1
53,1,1.2,1,0,0,0,0,1,0
187,3,4.128920285654154,2,86,0,1,1,0,1
65,2,2.5,1,0,0,0,1,0,0
212,4,7.581386180246676,2,438,0,0,0,0,1
80,3,1.1,1,0,0,0,0,0,0
181,3,4.489362362101824,2,358,0,0,0,1,1
145,1,3.388890414969241,2,72,0,1,1,0,1
34,2,1.3,1,0,0,0,1,0,0
148,2,4.593460590728332,2,20,0,1,1,0,1
149,2,0.2,3,364,0,0,1,0,1
84,2,1.8,1,0,0,0,1,1,0
146,3,3.216891525146991,1,308,0,1,1,1,1
163,2,7.243085916285509,2,110,1,1,1,0,1
52,3,0.5,3,0,1,0,0,1,0
167,3,5.429538301548215,2,347,1,1,0,0,1
10,4,0.7,2,0,0,0,1,0,0
166,3,7.928520398077158,3,19,0,1,0,0,1
40,3,0.6,2,0,0,0,1,0,0
49,1,2.8,1,0,0,0,0,0,0
39,1,1.2,2,98,0,0,1,0,0
134,2,8.194005590174037,3,171,0,1,1,0,1
40,2,1.0,3,167,0,0,0,0,0
99,2,3.8,3,194,0,0,1,0,0
41,1,0.3,1,0,0,0,1,0,0
125,1,4.641060994772038,3,291,1,1,1,0,1
43,1,1.4,3,137,0,0,1,0,0
62,3,2.1,3,0,0,0,1,0,0
22,1,0.67,3,103,0,0,0,0,0
147,3,3.27188589099024,2,29,0,1,1,0,1
91,2,0.8,3,0,0,0,1,0,0
43,2,0.7,1,163,1,0,0,0,0
114,1,0.6,1,0,1,1,1,1,0
188,1,9.3,2,0,0,0,0,0,1
151,4,3.8147935366908126,2,120,0,1,1,1,1
29,1,0.6,3,0,0,0,0,0,0
190,3,8.884029589694336,3,296,0,1,0,1,1
120,4,5.4,1,301,0,1,1,1,1
146,3,3.1298558707799082,2,145,0,1,1,0,1
160,3,3.6679250251490063,3,168,0,1,1,1,1
125,4,4.037454510187201,3,44,0,1,0,1,1
104,3,0.6,2,0,0,0,0,1,0
149,2,3.9,1,319,0,0,1,1,0
151,3,3.5805035942660783,2,25,0,1,0,0,1
53,4,1.9,3,98,1,1,0,1,0
151,3,7.838249442331373,3,85,0,1,0,0,1
79,1,2.5,1,0,0,0,1,0,0
44,4,1.0,2,192,0,0,0,1,0
15,4,0.4,1,0,0,0,0,1,0
84,3,1.1,1,0,0,0,0,0,0
40,3,1.4,3,137,0,0,1,1,0
55,1,1.6,3,0,0,0,0,0,0
59,1,2.4,1,0,1,1,1,0,0
144,2,7.882950447787184,2,211,0,1,0,1,1
71,4,1.3,1,0,0,0,1,0,0
69,1,0.8,3,0,0,0,1,1,0
45,1,2.0,1,0,0,0,1,1,0
82,3,1.5,1,0,0,0,1,1,0
49,4,1.2,2,109,1,1,1,1,0
60,4,4.0,3,244,0,0,0,0,0
32,3,0.4,2,165,0,0,1,0,0
39,4,0.9,1,0,0,0,0,0,0
59,1,2.5,3,220,0,0,0,0,0
10,2,0.0,3,102,0,0,1,0,0
166,3,4.277144047137131,2,145,0,1,1,1,1
80,3,1.6,3,144,0,0,1,1,0
30,2,1.0,3,159,0,0,1,0,0
140,1,8.76281498559991,2,114,0,1,1,0,1
125,3,3.1072629045518942,2,326,0,1,1,0,1
21,3,0.1,2,0,0,0,0,1,0
58,4,2.67,1,0,0,0,1,1,0
224,2,6.67,1,0,0,1,1,1,0
42,4,0.1,1,0,0,0,1,1,0
145,4,5.142638059029865,3,218,0,1,0,0,1
136,2,3.857291606378058,3,201,0,1,0,1,1
41,1,0.3,3,0,0,0,1,0,0
199,2,6.67,1,0,0,0,1,0,0
64,3,0.8,1,119,0,0,0,1,0
39,4,0.0,2,0,0,0,1,0,0
61,4,2.1,3,0,0,0,1,0,0
167,2,6.260898586578831,2,25,1,1,1,1,1
169,2,4.377311113103531,2,143,0,1,0,1,1
114,1,0.8,3,0,0,0,1,1,0
83,3,2.0,3,0,0,0,1,0,0
53,1,1.8,1,0,0,0,0,0,0
60,3,2.8,1,0,0,1,1,1,0
72,3,1.6,1,0,0,0,1,0,0
140,4,6.6,3,0,0,1,0,1,1
40,4,1.0,3,0,0,0,0,0,0
130,4,3.2,2,0,0,0,0,0,1
51,4,1.9,3,0,0,0,0,0,0
81,3,0.1,1,0,0,0,1,0,0
15,4,0.4,2,0,0,0,0,0,0
65,1,0.0,1,0,0,0,1,0,0
99,1,4.0,1,0,0,0,1,0,0
80,2,2.4,2,0,0,0,1,0,0
41,4,1.3,1,0,0,0,1,0,0
12,4,0.2,1,102,0,0,0,1,0
197,3,6.6233252412178025,3,10,0,1,0,1,1
170,4,3.1786468869713405,2,13,0,1,0,1,1
74,4,2.6,3,0,0,0,1,0,0
19,4,0.4,2,0,0,0,1,1,0
152,2,1.4,1,0,0,0,1,0,0
153,1,3.166661125871048,2,78,0,1,0,0,1
80,2,1.5,3,0,0,0,1,1,0
58,4,3.6,3,0,0,0,1,1,0
132,1,5.2708829965356445,2,260,0,1,1,1,1
175,3,3.3,3,329,0,0,1,0,1
40,4,2.0,2,0,0,0,1,0,0
170,3,4.7,1,0,0,0,1,0,1
83,3,1.8,2,0,0,0,1,0,0
64,1,1.8,3,147,0,0,1,1,0
105,1,4.0,1,0,0,0,1,0,0
139,2,3.6736222470595865,2,33,0,1,0,1,1
125,1,5.059244979188273,3,163,0,1,0,0,1
163,2,1.3,3,0,0,0,1,0,1
83,4,2.67,1,0,0,0,1,1,0
44,4,2.1,1,0,0,0,0,0,0
153,2,5.04294313854555,3,132,0,1,0,0,1
15,4,0.6,3,0,1,0,1,0,0
129,1,0.9,1,366,0,0,1,0,0
169,4,6.7034311821550405,2,160,0,1,1,1,1
167,2,4.736399887721183,2,253,0,1,1,1,1
135,3,0.3,3,0,0,0,1,0,1
22,1,0.1,2,0,0,0,1,0,0
178,4,2.6693118758788126,3,291,0,1,1,0,1
144,3,5.031398335250568,3,3,0,1,1,0,1
65,2,3.2,1,0,0,0,1,0,0
127,4,4.865755072626972,3,151,0,1,0,0,1
11,4,0.7,3,0,0,0,1,0,0
72,4,0.7,3,0,0,0,0,0,0
119,1,4.9,1,208,0,0,1,1,0
62,4,0.1,2,145,0,0,0,0,0
101,3,0.6,2,0,0,0,0,0,0
180,1,2.9,3,144,1,0,0,0,1
128,3,8.883552990754602,2,57,0,1,1,0,1
44,2,1.6,3,170,0,0,1,0,0
163,2,3.922261313649901,3,324,0,1,1,0,1
28,3,1.0,1,0,0,0,0,0,0
71,1,1.4,3,0,0,0,0,1,0
152,4,6.207982035387832,3,242,0,1,1,1,1
110,1,2.9,3,0,0,0,1,0,0
58,1,2.5,1,0,0,0,1,1,0
179,2,4.587840068683778,2,146,0,1,0,1,1
62,4,1.8,3,119,0,0,1,0,0
153,2,6.5,1,0,0,0,1,1,0
158,2,3.7,3,251,0,0,0,1,1
29,4,1.0,2,0,0,0,1,0,0
130,3,5.059498938112938,2,156,0,1,1,0,1
180,4,7.358253875999143,2,378,0,0,1,0,1
53,3,1.7,1,0,0,0,1,0,0
48,1,2.8,2,0,0,0,1,0,0
164,1,2.4,1,449,0,0,1,0,0
145,3,4.133801080016054,2,298,1,1,1,0,1
184,1,5.251121992988543,3,29,1,1,0,1,1
161,2,7.5,1,0,0,0,0,0,0
134,1,3.783901695850553,3,2,0,1,0,0,1
136,2,4.095269423560442,2,408,0,1,0,0,1
142,3,7.854113662541303,2,266,0,1,1,1,1
149,1,3.436635090162171,3,90,1,1,1,0,1
80,2,1.8,2,86,0,0,1,1,0
154,2,4.362469364661127,2,89,0,1,0,0,1
14,3,0.4,1,0,0,0,1,0,0
41,2,1.5,1,0,0,0,0,0,0
84,4,3.1,2,0,1,1,1,0,1
83,2,1.7,3,245,0,0,1,0,0
61,4,1.7,1,0,0,0,0,0,0
82,4,0.0,1,0,0,0,1,1,0
126,2,6.196360226762122,2,107,0,1,1,1,1
150,1,5.379408941967486,2,265,0,1,0,1,1
146,4,5.591579230878488,3,98,1,1,1,1,1
196,3,5.653149898808628,2,118,0,1,0,1,1
41,2,1.1,1,0,0,0,0,0,0
30,4,0.7,2,0,0,0,0,1,0
127,3,6.016939191522892,3,72,0,1,1,1,1
131,3,4.7112307504362025,2,26,0,1,0,0,1
151,2,6.0,1,0,0,0,1,0,0
28,1,1.5,2,0,0,0,0,0,0
140,2,6.9,1,97,0,0,0,1,0
62,2,2.5,1,0,1,0,1,0,0
160,1,5.6825263686553775,3,56,0,1,0,1,1
174,3,3.951141405354816,2,320,0,0,0,1,1
59,4,2.6,1,0,0,0,1,1,0
48,1,1.6,3,0,0,0,0,1,0
126,3,5.426361190460006,3,176,0,1,0,1,1
182,2,6.909016985929539,3,124,0,1,0,0,1
160,2,2.1,1,0,0,0,0,1,0
149,4,6.9870913439167355,2,62,0,1,0,0,1
162,3,3.325331686944688,3,28,0,1,1,0,1
88,4,1.9,2,0,0,0,0,0,0
133,2,5.163157485828626,3,61,0,1,1,0,1
151,2,3.716704773851353,3,16,0,1,1,1,1
164,2,4.790203406106611,2,106,0,1,1,1,1
54,4,1.8,3,167,0,0,0,0,0
155,2,5.312343314256599,2,118,0,1,0,1,1
9,2,1.0,2,0,0,0,1,0,0
143,2,3.302398220738886,2,63,0,1,1,0,1
154,3,6.295866647596406,2,135,0,1,1,0,1
123,1,3.660220842860221,2,158,0,1,1,1,1
30,1,0.5,3,0,0,0,1,0,0
159,2,5.10181827372048,2,194,0,1,1,0,1
124,1,7.4,1,0,0,0,0,1,0
51,2,3.2,3,0,0,0,0,0,0
18,3,0.9,3,0,0,0,0,0,0
162,3,5.192819933702478,2,154,0,1,0,1,1
35,3,0.1,2,114,0,0,0,0,0
59,4,0.2,3,0,0,0,0,0,0
155,4,0.1,3,0,0,1,1,1,1
73,3,3.3,1,0,0,1,1,1,1
41,2,1.0,2,0,0,0,1,1,0
83,2,0.4,3,0,0,0,1,0,0
157,2,4.757649588604455,2,281,0,1,1,0,1
152,1,5.979016118898312,2,121,0,1,1,1,1
30,4,0.2,2,0,0,0,1,0,0
82,3,0.7,2,0,0,0,1,1,0
144,3,6.593261247812076,3,151,0,1,1,1,1
35,3,0.5,1,0,0,0,1,0,0
190,3,4.0279860045529805,3,107,0,1,1,0,1
85,3,2.0,2,0,0,0,0,0,0
155,2,5.454092105734719,2,478,0,1,0,0,1
174,4,3.976702578657531,2,291,0,1,1,0,1
171,3,4.422731943580302,3,82,0,1,0,1,1
42,2,0.6,3,0,0,0,1,1,0
168,4,5.995988763020463,3,357,0,1,0,0,1
39,3,0.5,3,0,0,0,0,0,0
161,2,7.6,1,464,0,0,1,0,0
20,1,0.6,3,0,0,0,1,0,0
201,2,3.878140407312245,2,127,1,1,1,1,1
155,3,6.2486434609501735,2,170,0,1,0,1,1
69,4,2.4,1,0,0,0,1,0,0
143,2,8.01516811862668,2,1,0,1,0,1,1
79,1,3.7,3,0,1,0,0,1,0
134,4,4.985816674746371,1,375,0,1,0,0,1
15,2,0.0,1,114,0,0,1,0,0
180,1,4.088082241720663,2,202,0,1,1,1,1
164,3,4.767471524941179,3,128,0,1,1,1,1
123,2,2.9,2,0,0,0,1,0,1
39,1,1.8,3,0,0,0,1,0,0
156,1,8.044507272533197,2,303,0,1,0,0,1
161,3,6.507978115302817,2,215,0,1,1,0,1
93,2,1.6,1,0,0,0,0,1,0
44,2,1.7,1,0,0,0,0,0,0
44,3,1.5,1,117,0,0,1,0,0
129,1,1.5,1,0,0,0,0,1,0
164,1,3.917019309646108,2,138,0,1,1,1,1
28,4,0.8,1,0,0,0,0,0,0
194,4,5.45074787088546,2,40,0,1,0,0,1
19,4,1.1,3,104,0,1,1,1,0
174,4,5.054317415163519,3,51,0,1,0,0,1
125,2,3.883408797645192,3,413,0,1,0,1,1
58,1,1.3,2,0,0,0,1,0,0
11,1,0.2,1,91,0,0,0,0,0
52,2,1.6,3,75,0,0,1,0,0
135,1,3.965694969317509,2,227,0,1,1,0,1
121,2,0.4,1,0,0,0,1,0,0
79,3,2.0,2,185,1,0,0,0,0
186,3,5.849204893216587,2,118,0,1,1,1,1
127,1,4.351440929965071,2,139,0,1,0,0,1
79,4,2.0,3,0,1,1,1,1,0
48,2,2.1,3,142,0,0,1,0,0
147,3,5.682364524596673,2,236,0,1,0,1,1
126,2,5.649832415058836,2,66,0,1,0,0,1
10,2,0.4,1,0,0,0,1,0,0
113,1,1.3,3,161,0,0,1,0,0
43,2,2.1,3,166,0,0,1,0,0
24,2,0.8,3,0,1,0,1,0,0
53,1,0.0,2,0,0,0,0,0,0
125,4,5.085269394001321,3,29,0,1,0,0,1
131,3,5.225874196661602,2,47,1,1,1,0,1
85,2,1.6,3,0,0,0,0,0,0
172,2,6.67,1,0,0,0,1,0,0
131,1,7.730053247584362,2,342,0,1,0,1,1
29,1,0.75,3,0,0,0,1,0,0
178,1,5.527744824505262,3,73,0,1,0,1,1
201,1,3.984143349931422,2,117,0,1,1,0,1
81,1,2.67,2,0,0,0,1,0,0
140,2,5.4778600983957775,2,90,1,1,1,1,1
170,3,3.1743957127281983,3,6,1,1,1,0,1
95,2,0.0,3,0,0,0,1,0,0
25,4,1.0,1,147,0,0,0,0,0
99,4,1.7,2,0,0,0,1,0,0
25,3,1.0,2,0,0,0,1,0,0
138,2,5.666043991710413,3,110,1,1,1,1,1
130,4,3.4441183813258336,3,470,0,1,1,0,1
179,1,3.277571208803311,2,97,0,1,1,0,1
159,2,0.5,1,461,0,0,1,0,0
135,2,7.2,1,0,0,0,1,0,0
75,1,0.7,3,0,0,0,0,1,0
148,2,7.5482733382462275,2,207,0,1,1,0,1
143,1,7.4829755459401985,2,410,0,1,1,0,1
147,3,8.694431502021379,3,243,0,1,0,0,1
43,4,1.2,2,0,0,0,0,1,0
18,4,0.1,3,109,1,1,1,1,0
152,2,4.479402681875892,3,53,0,1,0,1,1
193,3,4.28057293460537,2,112,0,1,0,0,1
135,2,3.3,1,0,1,1,1,1,0
13,2,0.3,3,0,0,0,1,0,0
131,2,3.4714692604475097,2,304,0,1,1,0,1
55,1,0.8,1,168,0,0,1,1,0
101,4,2.1,3,0,0,0,1,0,0
49,1,1.4,3,0,0,0,1,0,0
144,3,6.0539194454720375,2,41,0,1,1,0,1
137,3,3.4237064132720127,2,84,0,1,1,0,1
182,1,3.985667041378409,2,156,0,1,1,1,1
182,1,4.12297108675734,2,106,0,1,0,0,1
131,2,4.2403330767258325,2,191,0,1,0,0,1
62,2,2.2,3,0,0,0,1,1,0
88,4,1.0,2,122,0,0,1,0,0
94,1,0.3,1,0,0,0,1,0,0
191,2,4.413455666825638,3,43,0,1,0,1,1
145,2,4.322703915078715,2,246,0,1,1,0,1
32,1,1.1,3,0,0,0,0,1,0
19,4,0.4,3,0,0,0,0,0,0
179,2,0.0,1,380,0,0,0,0,0
148,3,5.271496438474544,2,297,0,1,0,0,1
139,2,6.9,1,0,0,0,0,0,0
199,3,7.028071283562468,2,256,0,1,0,1,1
28,4,1.0,1,130,0,0,1,0,0
23,4,0.3,1,0,0,0,0,0,0
148,4,6.970696928052341,3,87,0,1,1,0,1
128,1,3.8,1,0,0,0,1,0,0
91,1,2.8,1,0,0,0,1,1,0
115,1,1.9,1,0,0,0,0,0,0
205,4,4.750243530419743,2,42,0,1,1,0,1
123,3,3.2543573970445223,3,153,1,1,0,0,1
55,4,2.5,1,0,0,0,1,0,0
68,3,2.1,1,0,1,0,1,0,0
122,1,5.132110974558044,3,150,0,1,1,0,1
60,2,3.2,1,0,0,0,0,0,0
138,2,4.128984477282058,2,304,0,1,1,0,1
142,1,1.5,3,0,0,0,0,0,1
52,4,2.5,1,0,0,0,1,0,0
131,2,4.603078512119155,3,61,1,1,0,0,1
154,2,4.8845811345663535,2,37,0,1,1,0,1
104,3,1.2,3,0,0,0,1,0,0
145,1,3.805624255150184,2,90,1,1,0,0,1
125,1,4.3,3,0,0,0,1,0,1
45,1,1.33,1,0,0,0,0,0,0
167,1,6.60904302231716,3,342,1,1,0,0,1
34,1,0.1,1,124,0,0,1,0,0
108,1,5.2,1,0,0,0,0,0,0
24,4,1.0,1,0,0,0,0,0,0
139,3,4.364016767657159,3,82,0,1,0,1,1
145,4,6.464643183048213,2,33,0,1,1,1,1
85,2,1.7,2,0,0,0,1,0,0
201,2,8.8,1,0,0,0,1,1,0
19,2,1.4,2,120,0,0,0,1,0
45,3,1.4,1,198,0,0,1,0,0
174,2,3.1729099936189726,3,6,0,1,1,0,1
102,2,2.0,1,0,0,0,1,1,0
49,3,0.5,2,0,0,0,1,1,0
188,4,4.262634721107895,3,537,0,0,1,0,1
199,3,4.122480862835866,2,58,0,1,1,0,1
150,2,4.13830728889802,2,145,0,1,0,0,1
134,4,6.736570475986487,2,187,0,1,0,1,1
21,3,1.0,2,0,0,0,1,0,0
170,1,0.1,3,0,0,0,0,0,1
42,2,0.7,3,115,0,0,1,0,0
13,4,0.5,3,0,0,0,0,0,0
134,4,9.950295853202784,3,124,1,1,0,0,1
145,4,7.312609895177148,2,20,0,1,1,0,1
85,4,1.3,3,299,0,0,1,0,0
151,4,4.585166099523745,2,163,1,1,1,0,1
80,3,2.5,1,0,0,0,1,0,0
215,3,4.28525777445126,3,88,0,1,0,0,1
152,3,8.012930412128949,2,173,0,1,0,0,1
141,4,4.93078050453153,2,38,0,1,0,0,1
135,3,2.4287196081431452,2,408,0,1,0,1,1
122,1,0.3,1,0,0,0,1,0,0
183,2,3.407649796915245,2,99,0,1,1,1,1
182,3,3.5179241296401536,3,71,0,1,1,0,1
160,2,5.400552314825437,2,161,0,1,1,0,1
143,3,5.27659075296864,3,380,1,0,1,0,1
191,2,4.3,3,205,0,0,0,0,1
21,4,1.0,1,0,0,0,1,0,0
