Income,Family,CCAvg,Education,Mortgage,SecuritiesAccount,CDAccount,Online,CreditCard,Personal Loan
40,3,0.6,2,0,0,0,1,1,0
42,3,2.4,2,0,0,0,0,0,0
24,2,0.2,1,0,0,0,0,1,0
140,2,4.8458408191457245,3,54,0,1,1,1,1
152,1,3.148064404229547,2,350,0,1,0,1,1
132,2,3.239039959825299,2,258,0,1,0,0,1
61,4,2.2,1,119,0,0,0,0,0
162,2,7.133635854566233,2,179,0,1,0,0,1
84,3,0.8,1,0,0,0,0,0,0
91,1,1.5,3,289,0,0,1,0,0
62,2,1.75,3,0,0,0,0,1,0
139,3,4.226055641425101,2,66,0,1,0,0,1
92,1,2.6,2,213,0,0,0,1,0
89,2,2.0,1,0,0,0,1,1,0
142,2,3.1815372110131066,2,375,0,1,1,0,1
21,1,0.8,2,76,0,0,0,1,0
179,2,0.0,1,0,0,0,0,0,0
14,4,0.6,2,0,0,0,0,0,0
138,1,3.0345837917840512,2,336,1,1,0,0,1
155,3,4.148901101686423,2,37,0,1,0,0,1
41,2,0.1,1,161,0,0,1,1,0
174,2,3.988681539754471,2,55,0,1,1,1,1
164,4,3.8211634926646547,2,58,0,1,1,0,1
130,3,3.998315571769549,3,181,1,1,0,0,1
162,2,4.732446355849996,3,37,0,1,1,0,1
105,1,4.0,1,331,0,0,1,0,0
22,4,1.5,3,0,0,0,0,1,0
140,3,7.323774598179361,2,153,0,1,1,0,1
146,4,5.001250584268375,3,53,0,1,1,0,1
50,3,2.7,2,0,0,0,1,0,0
59,3,0.8,3,91,0,0,1,0,0
136,1,3.4011054741419304,2,59,0,1,1,0,1
84,4,0.7,3,0,0,0,0,0,0
80,1,2.7,1,0,0,0,1,0,0
50,1,2.4,2,0,0,0,0,0,0
185,3,4.162510059709613,2,78,0,1,1,1,1
89,1,0.8,3,0,1,0,1,0,0
146,3,6.001320738495602,3,6,0,1,1,0,1
79,4,2.1,3,182,0,0,1,0,0
174,1,4.7,1,0,0,0,1,1,0
161,2,4.759001908300356,3,117,0,1,1,0,1
42,2,0.7,3,138,0,0,0,1,0
111,4,5.4,3,0,0,0,1,0,1
183,2,1.4,1,354,0,0,0,0,0
61,3,2.7,2,168,0,0,1,1,0
135,2,3.8,3,183,0,0,0,0,1
98,3,1.8,2,0,0,0,0,0,0
159,2,4.788340787400127,3,30,0,1,1,1,1
174,3,5.944590822687728,3,26,0,1,1,0,1
20,3,1.3,1,83,0,0,0,1,0
186,3,3.6025312729298915,3,226,0,1,0,0,1
98,1,5.4,1,0,0,0,1,0,0
42,3,2.3,1,0,0,0,1,0,0
48,4,1.3,2,0,0,0,1,1,0
130,1,3.3036903703117253,2,59,0,1,0,0,1
43,4,0.8,1,0,0,0,0,0,0
101,2,0.3,1,0,0,0,0,0,0
191,4,5.2,3,194,0,0,0,1,1
28,2,2.0,2,0,0,0,1,1,0
173,4,8.594518877048134,3,302,0,1,1,1,1
21,4,0.5,2,0,0,0,1,0,0
168,3,5.378474713814201,3,337,0,1,1,0,1
35,2,1.3,1,0,0,0,1,0,0
51,4,2.1,3,0,0,0,0,1,0
158,3,4.4271503889137165,2,202,1,1,0,0,1
94,4,1.1,2,0,0,0,0,0,0
114,1,0.8,3,0,0,0,1,0,0
52,2,2.1,3,221,0,0,0,0,0
81,3,0.9,2,208,0,0,1,0,0
110,3,1.7,2,0,0,0,0,0,0
180,1,2.8,3,158,0,0,1,0,1
60,3,2.2,3,0,0,0,1,0,0
127,3,4.534900975741519,2,16,1,1,0,0,1
70,3,1.6,3,0,0,0,0,0,0
14,4,0.3,1,0,0,0,0,0,0
59,2,3.7,1,134,0,0,1,0,0
156,2,3.2856483907362963,2,56,0,1,1,0,1
157,2,4.409755160260129,3,74,0,1,0,0,1
162,4,5.035989854389403,2,72,0,1,1,1,1
14,1,0.1,1,0,0,0,1,1,0
41,3,1.4,1,0,0,0,1,0,0
49,4,2.2,2,0,0,0,0,0,0
130,2,6.657130284409858,3,205,0,1,1,0,1
108,4,1.8,2,0,0,0,0,0,0
152,3,3.0727679266130075,2,240,0,1,0,0,1
132,2,6.506845991840228,2,321,0,1,1,0,1
190,2,3.0,1,475,0,0,1,0,0
23,3,0.4,1,0,0,0,1,0,0
164,3,5.578287388629644,2,222,0,1,1,0,1
33,3,0.1,3,0,0,0,0,1,0
155,3,3.258245059232053,2,259,0,1,1,0,1
151,3,5.880878308497862,3,87,0,1,0,0,1
64,3,2.5,1,0,0,0,0,0,0
126,1,4.8709771103981865,2,136,0,1,0,1,1
152,4,3.5199976508503164,2,24,0,1,1,0,1
134,4,5.321011898318236,2,243,0,1,1,0,1
10,4,0.7,3,0,0,0,1,0,0
133,3,3.2054668976258798,2,102,0,1,0,1,1
151,2,3.7362833957086106,2,58,0,1,0,0,1
22,3,0.2,2,0,0,0,1,0,0
127,2,3.086673393462608,2,206,0,1,0,0,1
132,2,3.8724172240251313,2,36,0,1,1,0,1
58,4,1.7,1,0,0,0,1,0,0
175,3,5.5260332001300165,3,132,1,1,1,0,1
18,2,0.2,3,0,0,0,0,0,0
202,3,10.0,3,0,0,0,0,0,1
199,2,4.751621475959858,3,74,0,1,1,0,1
117,1,3.556711357389428,3,317,1,1,0,0,1
135,3,2.9900634974390763,3,427,0,1,0,0,1
170,3,4.555068061766403,2,15,0,1,0,0,1
81,4,3.8,2,0,0,0,1,0,0
184,3,7.065226326177906,3,143,0,1,0,1,1
148,3,5.6231142870559525,3,157,1,1,1,0,1
80,1,0.8,3,0,0,0,1,0,0
18,4,0.8,1,0,0,0,0,0,0
132,3,3.77849774576933,2,243,1,1,1,0,1
54,3,0.7,2,196,0,0,0,0,0
42,1,2.4,1,0,0,0,1,1,0
128,2,4.348931565732386,2,142,1,1,1,0,1
84,4,0.1,2,0,0,0,1,0,0
122,1,2.4,1,330,0,0,0,0,0
79,3,2.0,3,0,0,0,0,0,0
30,4,0.4,2,115,0,0,1,1,0
114,3,0.6,2,0,0,0,1,0,0
95,2,0.2,1,0,1,0,1,0,0
148,1,6.911156936292618,3,33,0,1,1,0,1
62,3,1.4,3,0,0,0,1,0,0
190,2,4.938753098580436,2,196,1,1,0,0,1
132,1,3.8,1,82,0,0,0,1,0
52,2,2.5,1,0,0,0,0,0,0
162,2,6.194142477702334,2,88,1,1,0,1,1
18,2,0.1,3,0,0,0,1,0,0
38,2,1.6,3,0,0,0,0,0,0
204,4,3.3134483050369115,2,227,0,1,0,0,1
41,4,1.7,2,0,1,0,1,0,0
145,1,0.9,1,0,0,0,0,0,0
213,3,4.1413870340446906,3,219,0,1,0,0,1
19,3,0.5,2,0,0,0,1,0,0
32,1,1.5,2,0,0,0,0,0,0
30,2,1.7,2,0,0,0,0,0,0
22,1,0.4,2,0,0,0,0,0,0
82,1,2.9,1,276,0,0,1,0,0
41,2,1.7,2,0,0,0,1,0,0
194,2,5.7,2,0,0,0,1,0,1
65,3,2.6,2,0,0,0,1,0,0
33,1,1.0,1,0,0,0,1,1,0
73,3,2.2,1,0,1,0,0,1,0
207,3,3.8256201433654313,2,0,0,1,0,0,1
55,3,1.7,1,0,0,0,0,1,0
23,2,1.0,2,0,0,0,1,1,0
170,2,5.8259528966201595,2,165,0,1,1,0,1
113,4,0.6,3,327,0,0,1,0,1
147,3,0.6304604903076636,3,482,0,1,1,1,1
150,4,5.13909202554101,2,239,1,1,1,1,1
29,3,1.3,2,0,0,0,0,0,0
71,1,1.4,3,198,0,0,0,0,0
98,2,2.0,2,175,0,0,1,0,0
62,2,2.4,2,0,0,0,1,1,0
166,3,5.221949930224885,3,287,0,1,1,0,1
192,3,5.526907875230412,2,20,0,1,0,0,1
103,1,0.8,2,0,0,0,0,1,0
73,4,2.0,3,188,0,0,1,0,0
43,1,1.0,3,0,0,0,1,0,0
129,4,6.620778311212513,2,259,1,1,1,1,1
90,4,1.9,2,106,1,0,1,0,0
39,2,2.1,3,0,0,0,0,1,0
35,1,0.5,3,0,0,0,0,0,0
104,1,4.0,3,0,0,1,1,1,0
21,2,1.0,1,120,0,0,1,0,0
65,3,2.1,3,0,0,0,1,0,0
53,4,1.8,3,0,0,0,1,0,0
136,2,3.682107655493967,3,314,1,1,1,0,1
170,1,3.301778640378977,2,203,0,1,1,1,1
42,1,0.2,3,100,0,0,0,1,0
111,2,6.3,1,0,0,0,0,1,0
126,2,6.390150006348758,2,70,0,1,0,1,1
188,2,5.157327808495161,3,64,0,1,1,0,1
170,3,2.7487060142835498,3,351,0,1,1,1,1
144,3,6.521001540541189,1,287,0,1,1,1,1
168,3,4.016940240965574,2,95,0,1,0,1,1
199,2,5.465737916321628,2,141,0,1,1,1,1
157,2,9.949350399556224,2,317,0,1,1,1,1
137,4,5.462815990207423,3,43,0,1,1,1,1
151,3,5.628245872075621,2,247,0,1,1,1,1
93,1,2.8,1,0,1,0,1,0,0
23,1,0.4,2,0,0,0,1,1,0
140,4,3.5029066218462206,2,355,0,1,1,0,1
44,2,0.7,2,192,0,0,1,0,0
113,4,0.2,1,0,0,0,0,0,1
187,1,5.470140719708746,3,270,0,1,0,0,1
120,1,7.4,1,119,0,0,1,1,0
165,3,6.836286322253896,3,348,1,0,0,0,1
113,3,2.5,1,0,0,0,0,1,0
22,1,1.5,2,91,0,0,0,1,0
157,2,8.095333720003634,2,185,0,1,0,0,1
129,1,1.3,1,0,0,0,1,0,0
164,2,3.8,3,422,0,1,1,1,1
49,4,2.2,2,0,0,0,1,0,0
85,3,1.8,2,0,0,0,1,0,0
161,2,7.2,1,0,0,0,0,0,0
154,4,4.7256643689727245,2,26,0,1,1,0,1
144,3,9.23402813334207,2,231,0,1,1,0,1
113,1,0.8,3,0,0,0,0,1,0
72,4,0.2,3,0,0,0,1,0,0
43,3,1.0,2,169,0,0,0,0,0
190,2,4.5,1,246,0,0,1,1,0
200,4,4.383934160864625,2,121,1,1,0,1,1
138,2,3.4858878549773404,2,37,0,1,0,0,1
23,2,0.3,1,0,0,0,1,1,0
162,3,6.130421230842316,2,341,1,1,0,0,1
162,2,5.284718507249567,3,200,0,1,0,1,1
122,2,0.3,1,360,0,1,1,1,0
52,3,2.33,1,0,0,0,1,0,0
170,3,8.03599347022093,2,56,0,1,1,1,1
174,2,6.7,1,0,0,0,1,1,0
64,1,0.0,2,0,0,0,0,1,0
58,2,2.4,2,0,0,0,1,0,0
125,2,3.689740808809741,3,307,0,1,0,0,1
170,2,4.802874635122217,2,183,0,1,0,0,1
48,4,2.8,2,0,0,0,1,0,0
164,1,4.1900133648493565,2,92,0,1,1,1,1
22,4,0.5,2,0,0,0,1,1,0
156,2,5.1775316396818765,3,94,1,1,1,0,1
23,1,1.5,2,0,0,0,0,0,0
120,1,5.2,1,0,0,0,1,0,0
84,1,2.9,3,0,0,0,1,0,0
181,1,6.0,1,0,0,1,1,1,0
160,3,4.653834541252781,2,62,0,1,0,0,1
51,3,2.1,3,0,0,0,0,0,0
65,4,1.8,2,244,0,0,0,0,0
102,2,1.4,1,0,0,0,1,0,0
88,2,1.6,1,0,0,0,1,1,0
147,2,4.028612438595308,2,155,0,1,1,0,1
190,2,4.2,2,0,0,0,1,0,1
28,2,0.2,3,135,0,0,1,0,0
30,4,0.3,1,0,0,0,0,1,0
115,2,2.8,1,202,0,0,1,1,0
30,2,1.4,2,0,0,0,0,1,0
194,3,4.2162196694544285,2,337,1,0,1,0,1
207,4,4.024741363158895,2,294,0,1,1,0,1
158,2,7.260606782419304,2,292,0,1,1,0,1
184,2,5.056664083816908,3,89,0,1,0,1,1
172,2,5.299427609801913,3,173,0,1,1,1,1
29,2,0.8,1,0,0,0,0,1,0
192,2,7.831154088138133,2,451,0,1,1,0,1
132,1,2.9,1,0,0,0,0,0,0
42,2,2.1,3,0,0,0,1,0,0
84,1,2.9,3,105,0,0,0,1,0
128,2,0.4,1,0,0,0,1,0,0
42,1,1.0,1,184,0,0,0,0,0
148,4,7.113482428041153,2,125,0,1,0,0,1
85,3,1.8,2,0,0,0,0,0,0
131,1,5.4,1,0,0,0,1,0,0
140,1,1.9,3,0,0,0,0,1,1
114,2,1.8,2,0,0,0,1,0,0
109,2,2.5,1,0,0,0,1,0,0
174,2,5.977256162199898,2,258,0,1,0,0,1
139,4,4.162886609252968,3,203,0,1,0,1,1
120,1,0.8,1,170,0,0,0,0,0
157,2,5.749261818914262,3,253,1,1,1,0,1
145,4,3.1097237302728287,3,129,0,1,0,1,1
153,2,7.5,1,0,0,0,1,0,0
172,4,1.0,2,295,0,0,1,0,1
68,3,2.6,2,0,0,0,0,0,0
152,4,0.6390114425665492,3,323,0,1,0,0,1
49,1,1.2,2,0,0,0,1,1,0
132,3,8.58201309643791,2,39,1,1,1,0,1
43,4,1.7,1,98,0,0,0,0,0
51,2,1.1,2,131,0,0,1,0,0
176,3,4.770866243301482,2,7,1,1,1,0,1
31,3,0.4,2,0,0,0,1,1,0
115,1,2.7,2,283,0,0,1,0,0
150,4,4.166532927566771,2,114,0,1,1,0,1
145,3,4.197705929567886,2,172,0,1,1,1,1
48,1,2.1,3,0,0,0,0,1,0
177,3,6.782354118616175,2,117,0,1,1,0,1
155,3,7.2,2,0,0,0,1,0,1
23,4,0.4,3,88,0,0,0,0,0
43,3,1.9,2,0,0,0,1,0,0
11,2,0.2,3,90,0,0,0,0,0
137,4,5.036840755100092,3,7,0,1,0,1,1
29,2,0.3,1,0,0,0,1,0,0
173,3,6.773323505172683,2,111,0,1,0,1,1
21,3,0.2,2,0,0,0,1,0,0
131,2,5.921057476717119,2,231,0,1,0,0,1
12,4,1.0,1,0,1,0,1,0,0
167,1,7.563635870946798,3,113,0,1,1,0,1
49,3,2.2,2,0,0,0,0,0,0
141,2,2.1,1,0,0,0,1,1,0
185,3,2.2,2,0,1,1,1,1,1
114,4,3.5,1,0,0,0,0,1,1
33,1,0.7,1,104,0,0,0,0,0
103,2,2.5,1,0,0,0,1,1,0
60,4,2.1,3,217,0,0,1,0,0
71,3,0.3,3,179,0,0,0,0,0
28,4,1.1,3,0,0,0,0,0,0
51,3,1.4,3,0,0,0,1,0,0
62,4,1.6,1,0,1,0,0,0,0
11,4,0.6,3,0,0,0,0,1,0
139,2,5.561458291731231,3,79,0,1,1,1,1
64,1,2.9,1,0,0,0,1,1,0
141,3,3.858844778654471,2,277,0,1,0,0,1
163,1,2.4,1,396,0,0,1,0,0
122,3,7.725683253062153,2,19,0,1,1,0,1
18,1,0.9,3,0,0,0,1,0,0
39,3,1.4,1,131,0,0,0,1,0
51,2,0.6,3,0,0,0,0,1,0
114,1,0.3,1,286,0,0,1,0,0
115,1,0.8,2,0,0,0,1,1,0
78,2,1.8,2,0,0,0,0,0,0
151,3,3.3330016959931665,2,235,0,1,0,0,1
59,3,2.0,1,216,0,0,0,0,0
136,3,5.2242630849173946,3,115,0,1,1,0,1
