Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar
153.0984,91.2,0.287,35090.935,156.5,8.48,8.785,8.6,8.665,7.96,455177,0,117.8,303.12,1,22,708,39000,1
32.5478,71.28,0.462,32407.87,130.0,7.7,7.825,7.64,7.84,6.8,497626,1,169.96,283.184,1,28,598,39800,1
21.7652,76.62,0.5870000000000001,35646.435,80.1,7.24,7.465,7.205,7.52,7.16,501152,1,195.68,283.872,1,38,410,48400,0
22.2864,72.12,0.48,37668.455,144.8,8.425,8.63,8.44,8.79,7.82,491484,1,144.6,204.24,1,58,445,53000,0
20.2864,57.64,0.589,37862.88,114.0,5.685,5.86,5.815,5.99,8.98,512129,1,148.64,305.056,3,45,426,63200,1
41.0786,71.28,0.462,32968.925,102.8,7.67,7.805,7.74,7.785,7.8,532331,0,109.24,203.696,4,46,547,46200,1
22.83,68.82,0.552,34268.795,80.1,7.035,7.27,7.06,7.19,7.42,526836,0,162.12,304.048,1,52,419,50600,0
90.7002,94.16,0.129,34174.36,156.1,9.06,9.275,9.04,9.13,9.06,432078,0,198.24,222.49599999999998,1,37,868,31200,0
21.3822,61.88,0.563,37435.145,104.3,6.645,6.79,6.63,6.975,7.96,507193,0,176.2,224.88,4,40,384,61000,0
21.4302,63.98,0.551,34002.155,130.3,8.035,8.13,8.08,8.26,8.3,489563,1,144.88,243.55200000000002,4,43,510,44400,1
20.8924,64.72,0.574,36768.545,143.9,7.145,7.445,7.145,7.46,7.2,510436,1,111.56,243.824,3,49,501,47800,1
27.1618,67.4,0.493,38612.805,162.0,8.485,8.64,8.485,8.67,8.52,480270,0,174.68,224.27200000000002,1,23,536,53400,1
100.7682,91.2,0.46799999999999997,34602.095,164.2,8.36,8.605,8.415,8.425,6.96,455983,1,173.84,263.13599999999997,2,52,475,39200,1
195.8424,91.2,0.41600000000000004,30913.575,144.1,8.87,9.005,8.81,9.185,6.96,398327,0,156.68,221.872,4,57,638,23400,0
20.5086,62.56,0.516,37196.28,129.9,6.985,7.19,7.08,7.28,7.48,480187,1,179.56,303.824,2,52,479,47800,0
189.8426,91.2,0.41600000000000004,35263.14,159.6,8.86,9.105,8.92,9.005,6.96,416738,0,181.8,222.32,1,53,637,29000,0
22.0306,80.66,0.563,34879.845,148.0,7.835,8.14,7.87,8.05,8.26,478283,0,146.0,243.2,4,22,453,40000,1
20.8834,59.48,0.6,38168.405,120.9,5.955,6.16,6.055,6.175,9.04,503113,1,181.92,223.968,1,29,429,49600,1
22.791999999999998,72.12,0.48,34257.685,163.5,8.685,8.875,8.66,8.935,6.82,432081,1,157.39149797570857,203.21599999999998,4,20,458,40200,0
30.4028,62.94,0.353,46650.89,165.0,8.725,8.98,8.805,8.915,8.4,511151,1,201.52,307.808,1,24,552,97600,1
116.7134,91.2,0.41700000000000004,32802.275,126.7,8.32,8.575,8.42,8.385,6.96,451515,0,168.24,223.296,4,44,621,41200,0
131.6214,91.2,0.287,35751.98,161.4,8.83,8.885,8.8,8.85,7.96,418275,0,123.72,202.28799999999998,2,46,615,28600,1
23.1872,68.82,0.552,34502.105,80.0,6.98,7.17,7.08,7.33,8.42,473146,1,121.88,303.952,1,56,449,49400,0
35.8082,74.8,0.456,34007.71,126.3,8.555,8.83,8.615,8.725,7.32,501252,1,164.84,303.536,1,46,558,44200,0
36.8108,71.28,0.462,31102.445,159.2,7.655,7.835,7.64,7.96,7.8,422375,1,187.56,262.224,1,35,516,27800,1
20.741,61.66,0.5571,38707.24,110.7,7.225,7.54,7.215,7.53,9.02,546620,1,170.16,285.664,4,48,422,70800,1
22.6316,75.02,0.45299999999999996,34307.68,146.0,8.535,8.645,8.5,8.86,8.44,432696,0,130.48,263.392,4,23,528,42400,0
67.3724,94.16,0.129,27363.93,169.2,9.115,9.32,9.17,9.475,9.06,286266,0,137.84,222.33599999999998,4,24,800,29200,1
22.7108,67.14,0.591,31074.67,110.3,6.745,6.915,6.73,6.615,8.22,461313,0,176.96,302.784,1,40,485,34800,0
593.116,91.2,0.40299999999999997,28636.025,173.5,9.08,9.315,9.195,9.235,7.96,375488,0,132.52,282.608,1,58,559,32600,1
24.7824,74.38,0.415,33435.545,138.8,8.66,8.875,8.71,8.94,7.16,450933,1,116.48,283.392,1,32,546,42400,1
22.5632,67.14,0.591,32691.175,106.5,6.725,6.805,6.7,6.77,7.22,499656,0,166.36,223.34400000000002,3,56,384,41800,1
133.835,91.2,0.41700000000000004,33963.27,153.3,8.225,8.33,8.12,8.235,6.96,435929,1,171.64,243.05599999999998,4,57,596,38200,1
21.9208,67.82,0.5529999999999999,38073.97,116.3,7.86,7.95,7.73,7.925,8.48,532339,1,176.8,245.12,1,23,385,64000,1
20.9482,78.86,0.42700000000000005,33496.65,154.3,8.64,8.88,8.68,8.79,6.8,518438,1,205.6,203.04,4,45,604,38000,0
63.101000000000006,94.16,0.129,31263.54,173.5,9.09,9.255,9.155,9.47,8.06,399297,1,112.24,202.49599999999998,1,32,760,31200,0
25.3676,74.38,0.415,32185.67,144.1,8.48,8.705,8.47,8.56,7.16,426044,1,107.32,282.928,3,55,580,36600,1
184.9618,91.2,0.287,41068.115,172.8,8.615,8.845,8.68,8.955,6.96,407077,1,119.12,222.84799999999998,1,42,692,35600,0
30.5386,67.4,0.496,48467.375,156.5,8.435,8.695,8.525,8.56,7.52,521198,1,150.0,268.0,1,20,570,100000,1
22.4408,60.78,0.555,36801.875,131.3,8.215,8.385,8.12,8.29,7.4,489220,0,199.36,284.54400000000004,1,46,467,56800,0
23.9314,66.72,0.569,34585.43,152.7,5.915,6.005,5.85,6.12,7.18,484343,0,196.2,243.28,1,31,466,41000,1
93.939,91.2,0.282,27569.465,164.9,8.96,9.225,9.07,9.245,7.96,417956,0,204.76,283.504,3,58,757,43800,1
136.4802,91.2,0.46799999999999997,34674.31,138.2,8.26,8.31,8.14,8.445,6.96,471764,0,171.2,263.68,1,22,461,46000,1
43.8588,98.78,0.376,35140.93,171.2,8.73,8.985,8.79,8.955,6.76,438063,1,151.84,243.136,4,29,559,39200,1
22.53,65.26,0.547,37562.91,116.9,5.885,6.155,5.95,6.045,8.06,469499,1,118.0,264.0,2,28,470,50000,1
21.156,59.92,0.512,38773.9,131.9,8.445,8.725,8.58,8.59,8.44,505742,0,194.88,225.952,3,50,456,74400,1
21.0166,65.38,0.485,35085.38,111.6,6.62,6.9,6.735,6.83,7.96,536791,0,182.88,223.55200000000002,4,34,499,44400,0
24.2248,70.74,0.47600000000000003,31280.205,173.5,6.91,7.075,6.85,7.0,7.96,295168,1,118.6,242.64,4,55,564,33000,1
290.444,91.2,0.369,21458.965,173.5,9.235,9.305,9.23,9.215,7.96,466467,0,199.24,223.696,3,24,559,46200,1
25.5914,74.38,0.415,32918.93,116.1,8.725,8.93,8.805,8.78,7.16,462430,1,175.8,223.92,1,47,546,49000,0
21.8756,70.74,0.47600000000000003,32713.395,112.5,7.12,7.43,7.21,7.335,8.96,407557,1,110.68,203.472,2,57,575,43400,0
199.6592,91.2,0.23,34507.66,170.9,8.92,9.095,8.785,8.955,6.96,399154,0,119.12,282.848,4,39,773,35600,0
21.2094,59.92,0.512,34179.915,142.3,8.285,8.475,8.25,8.43,7.44,463628,1,163.84,224.736,3,45,466,59200,0
22.0656,65.26,0.547,32924.485,120.7,6.37,6.66,6.45,6.66,7.06,467075,1,123.84,283.13599999999997,4,20,460,39200,1
26.8218,69.76,0.507,35635.325,113.6,7.5,7.75,7.49,7.82,7.08,528887,0,172.0,304.0,1,52,474,50000,1
21.0744,82.84,0.563,36379.695,124.5,6.89,7.125,6.865,7.195,7.8,479856,0,208.84,204.33599999999998,4,26,454,54200,0
21.8136,61.88,0.563,38612.805,95.0,6.73,6.82,6.645,6.845,8.96,512163,0,123.2,225.28,4,55,510,66000,1
22.805999999999997,66.72,0.569,36035.285,86.5,6.25,6.34,6.185,6.43,7.18,522769,1,123.76,283.904,1,38,389,48800,0
39.5234,98.78,0.376,31980.135,171.9,8.825,8.86,8.735,8.885,6.76,402396,0,180.24,222.49599999999998,2,32,646,31200,0
33.2702,62.94,0.353,40734.815,173.5,8.9,9.13,8.99,9.195,8.4,477252,1,160.4,305.76,1,58,601,72000,0
26.3066,67.4,0.496,45917.63,151.8,8.52,8.635,8.435,8.62,8.52,549160,1,135.92,247.168,3,47,570,89600,1
20.9962,66.28,0.561,33318.89,94.9,6.555,6.74,6.565,6.51,8.64,496877,0,183.36,223.74400000000003,1,41,416,46800,0
192.8952,91.2,0.307,34402.115,166.1,9.055,9.17,8.955,9.235,7.96,437541,0,181.52,282.20799999999997,1,55,628,27600,1
134.1636,91.2,0.46799999999999997,37496.25,148.4,8.28,8.37,8.31,8.38,7.96,488266,0,139.48,303.79200000000003,4,46,470,47400,0
20.7168,61.74,0.602,34940.95,91.3,6.69,6.785,6.575,6.725,8.78,545499,0,189.4,243.76,1,20,375,47000,0
20.7096,62.28,0.608,32641.18,92.6,5.385,5.445,5.26,5.47,7.72,459998,0,156.36,303.344,4,31,438,41800,1
30.6824,62.94,0.353,41773.6,162.9,8.8,9.0,8.925,9.0,9.4,526451,1,133.24,226.896,2,24,651,86200,1
35.0052,71.28,0.462,32907.82,167.6,7.655,7.965,7.64,7.94,7.8,414145,1,164.24,262.496,3,27,502,31200,0
20.374000000000002,63.3,0.5710000000000001,36196.38,101.2,5.565,5.855,5.71,5.795,8.42,485496,1,163.24,243.696,3,47,385,46200,1
23.4892,76.18,0.511,33107.8,165.6,8.045,8.185,8.02,8.0,8.28,402133,1,160.68,243.472,4,36,446,43400,1
21.3284,63.1,0.49,38107.3,147.9,8.405,8.625,8.395,8.75,7.68,513390,0,117.96,224.78400000000002,4,28,548,59800,1
434.324,91.2,0.341,22986.59,173.5,9.27,9.495,9.3,9.58,6.96,352670,1,170.76,281.904,1,53,620,23800,0
20.6718,60.9,0.5720000000000001,39018.32,89.3,7.185,7.345,7.235,7.43,8.34,567784,1,123.96,305.584,1,20,428,69800,0
21.6028,66.92,0.501,32496.75,115.0,8.01,8.125,7.94,8.055,7.16,482433,1,162.4,203.36,1,21,510,42000,1
21.103,59.36,0.528,40195.98,114.6,7.95,8.02,7.955,8.03,7.32,525924,0,138.44,205.77599999999998,1,55,524,72200,1
93.5644,91.2,0.23,29785.91,169.7,8.865,9.1,8.895,8.93,6.96,450482,0,160.32,283.328,3,52,700,41600,1
507.876,91.2,0.3,25841.86,173.5,9.145,9.32,9.14,9.46,7.96,291349,1,154.2,301.68,1,34,597,21000,1
421.69800000000004,91.2,0.3,24264.24,164.7,9.25,9.33,9.26,9.28,7.96,269764,0,113.52,281.408,1,25,626,17600,1
