Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar
23.424,72.12,0.48,32418.98,165.4,8.815,8.965,8.76,9.04,6.82,405008,1,205.8,283.12,3,20,482,39000,1
492.964,91.2,0.32899999999999996,35440.9,169.7,9.24,9.39,9.235,9.365,6.96,359760,1,185.24,282.096,3,54,632,26200,1
93.8622,91.2,0.287,35418.68,161.9,8.59,8.885,8.705,8.69,7.96,416540,1,197.08,262.832,4,24,630,35400,0
242.162,91.2,0.332,27252.83,173.5,9.26,9.505,9.36,9.525,7.96,237541,1,137.52,262.20799999999997,4,56,611,27600,1
22.5864,82.84,0.563,37096.29,104.6,6.9,7.135,6.965,7.08,8.8,534560,1,139.44,204.576,1,44,421,57200,1
23.9078,76.62,0.5870000000000001,34690.975,79.7,7.32,7.385,7.25,7.47,8.16,493124,1,119.36,243.74400000000003,3,45,434,46800,1
145.7614,91.2,0.26,35224.255,169.9,8.885,8.98,8.89,9.105,7.96,401882,0,203.96,302.384,4,41,707,29800,1
24.3954,68.82,0.552,31119.11,135.5,6.945,7.05,6.85,6.98,7.42,422013,0,119.76,263.10400000000004,2,45,507,38800,1
20.3002,59.02,0.565,36857.425,103.2,5.69,5.91,5.73,5.985,8.6,507911,1,125.8,263.92,4,45,490,49000,1
22.9732,72.12,0.48,37368.485,153.4,8.45,8.66,8.595,8.74,6.82,471052,1,193.0,304.4,3,24,470,55000,1
20.9088,61.48,0.54,34129.92,105.7,6.99,7.225,7.05,6.985,7.62,465165,0,187.92,223.168,1,26,431,39600,0
28.8356,67.4,0.496,36396.36,94.9,8.22,8.36,8.29,8.385,8.52,561219,1,146.6,305.04,4,47,444,63000,1
33.4382,71.28,0.462,32291.215,163.8,7.53,7.705,7.645,7.755,6.8,436807,0,194.64,242.65599999999998,3,59,476,33200,0
104.4478,91.2,0.23,32235.665,162.5,9.01,9.15,9.015,9.015,7.96,439085,1,194.72,302.688,2,57,803,33600,1
30.8904,98.78,0.376,34168.805,171.4,9.045,9.205,9.16,9.255,7.76,411330,1,173.12,202.84799999999998,3,29,592,35600,1
24.2322,72.12,0.48,34091.035,160.9,8.515,8.79,8.56,8.71,7.82,443252,1,137.72,283.08799999999997,4,36,555,38600,0
20.393,58.52,0.615,34607.65,105.0,5.395,5.54,5.295,5.595,8.36,449001,1,166.04,203.21599999999998,4,39,333,40200,1
22.5514,64.86,0.5720000000000001,35513.115,81.3,6.47,6.515,6.435,6.505,7.68,537248,1,147.48,303.79200000000003,1,26,481,47400,0
377.334,91.2,0.32899999999999996,34568.765,173.5,9.26,9.435,9.26,9.27,7.96,353650,0,158.08,221.632,2,46,581,20400,0
26.5086,98.78,0.376,35724.205,172.3,9.02,9.195,9.04,9.115,7.76,444896,0,163.2,282.88,4,41,564,36000,1
21.0994,65.38,0.485,33246.675,118.9,7.555,7.68,7.475,7.665,6.96,457316,0,127.6,223.04,3,28,477,38000,1
20.3076,62.5,0.606,41406.97,107.7,6.67,6.985,6.665,7.01,8.82,524356,0,133.6,267.04,1,38,422,88000,1
137.441,91.2,0.307,35579.775,169.5,9.115,9.18,9.1,9.255,6.96,390048,1,109.0,222.0,1,24,685,25000,0
1490.682,91.2,0.321,33091.135,173.5,9.02,9.155,9.075,9.15,7.96,383325,0,169.52,241.408,4,52,680,17600,1
22.1918,78.86,0.42700000000000005,37740.67,162.8,8.73,8.845,8.8,8.845,6.8,496077,1,158.8,303.52,4,47,607,44000,0
22.891,70.74,0.47600000000000003,34285.46,169.6,6.98,7.075,6.875,7.17,7.96,400821,0,116.84,243.53599999999997,3,56,571,44200,0
35.684,71.28,0.462,33274.45,155.2,7.72,7.925,7.82,8.015,6.8,431225,0,109.0,222.8,3,56,548,35000,0
124.0354,91.2,0.23,34035.485,156.9,8.52,8.8,8.55,8.685,6.96,473168,0,127.08,303.632,2,42,767,45400,1
22.2264,110.48,0.391,33235.565,157.0,8.875,9.09,8.94,8.88,6.98,434825,1,178.04,263.216,1,57,623,40200,0
105.2262,91.2,0.23,33952.16,154.8,8.61,8.81,8.72,8.845,6.96,437945,0,157.39149797570857,283.616,3,26,743,45200,1
21.0376,63.98,0.551,33413.325,118.6,7.69,7.92,7.755,7.78,7.3,436753,1,119.0,223.6,1,50,472,45000,0
21.0958,59.36,0.528,36751.88,131.6,8.185,8.475,8.175,8.425,7.32,462490,0,131.36,304.54400000000004,4,22,454,56800,0
23.6674,110.48,0.391,30074.77,171.8,8.96,9.235,9.03,9.26,6.98,351221,0,196.8,301.12,4,29,659,14000,0
264.944,91.2,0.41600000000000004,32424.535,133.2,8.865,9.165,8.905,9.07,6.96,401981,0,182.08,281.632,4,33,558,20400,0
20.9054,78.86,0.42700000000000005,33996.6,150.2,8.78,8.945,8.77,8.93,7.8,482875,1,132.24,263.296,2,20,600,41200,0
21.59,58.38,0.589,36546.345,109.4,4.51,4.785,4.575,4.705,7.34,528366,1,111.64,203.856,1,45,363,48200,1
96.994,91.2,0.23,35524.225,164.5,8.585,8.775,8.69,8.94,7.96,465805,0,140.68,263.472,3,56,756,43400,1
356.236,91.2,0.3,29313.735,171.6,9.27,9.385,9.19,9.3,6.96,267965,0,202.88,261.152,2,36,600,14400,1
21.372,60.78,0.555,41195.88,136.0,8.085,8.32,8.165,8.435,8.4,484613,0,131.28,265.312,1,31,510,66400,0
45.4692,94.16,0.395,34718.75,166.1,9.07,9.24,9.06,9.03,9.06,540041,1,168.8,244.32,3,23,519,54000,1
21.2932,59.48,0.6,35246.475,93.6,6.0,6.165,5.985,6.195,9.04,517172,0,189.0,263.6,3,48,369,45000,0
20.596999999999998,59.36,0.542,35718.65,132.2,6.89,7.1,6.885,7.005,7.26,498425,1,143.48,284.592,4,53,460,57400,0
22.058000000000003,64.86,0.5720000000000001,35318.69,126.4,6.445,6.595,6.405,6.485,8.68,479264,1,120.88,203.55200000000002,1,42,412,44400,1
52.2564,71.28,0.462,33863.28,170.4,7.965,8.17,8.065,8.28,6.8,377048,1,193.4,222.16,4,40,497,27000,1
1042.7160000000001,91.2,0.40299999999999997,31980.135,173.5,9.155,9.34,9.21,9.47,6.96,474055,0,192.0,222.4,1,52,617,30000,0
31.5668,62.94,0.425,46089.835,140.5,8.7,8.935,8.785,8.74,9.4,495431,1,160.0,308.0,4,42,633,100000,1
96.7368,91.2,0.23,34724.305,164.6,8.71,9.01,8.85,8.84,6.96,456314,1,177.96,263.184,1,56,733,39800,1
20.8022,58.04,0.596,40479.285,107.6,6.21,6.4,6.245,6.525,8.48,549247,1,145.32,305.328,2,20,367,66600,0
45.0358,71.28,0.462,30941.35,171.6,8.035,8.205,7.955,8.21,7.8,371051,1,157.39149797570857,302.176,2,44,484,27200,1
111.1174,91.2,0.282,19781.355,161.4,9.185,9.225,9.16,9.205,6.96,527849,1,161.0,244.4,1,51,680,55000,1
25.818,98.78,0.376,34296.57,167.1,9.07,9.23,9.065,9.41,6.76,354960,0,113.6,202.24,3,28,570,28000,1
