Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar
22.3008,60.78,0.555,34235.465,143.1,8.21,8.325,8.23,8.245,8.4,467769,0,204.56,243.424,1,21,463,42800,0
22.8952,75.02,0.45299999999999996,31835.705,138.7,8.52,8.74,8.54,8.685,8.44,463019,1,203.72,223.088,1,20,530,38600,0
20.6098,62.56,0.516,38185.07,101.6,6.645,6.91,6.665,6.85,8.48,534902,0,212.48,224.99200000000002,1,23,464,62400,0
32.4712,67.4,0.493,38212.845,151.2,8.295,8.395,8.31,8.455,7.52,470809,1,189.0,244.4,2,50,469,55000,1
89.4856,91.2,0.282,48772.9,156.4,9.015,9.145,9.04,8.99,6.96,493047,0,160.76,243.50400000000002,1,26,622,43800,0
20.7476,65.38,0.485,35052.05,112.0,6.74,6.83,6.655,6.855,6.96,505077,1,150.28,303.312,2,53,555,41400,0
21.8328,76.62,0.5870000000000001,33691.075,81.3,7.27,7.52,7.195,7.44,7.16,500290,0,117.12,203.648,1,20,361,45600,1
20.272000000000002,63.0,0.59,32707.84,121.1,6.3,6.365,6.2,6.5,6.78,410055,1,173.56,303.024,4,55,387,37800,1
22.5604,72.12,0.48,35963.07,170.6,8.64,8.91,8.73,8.85,7.82,473768,0,171.92,203.168,2,48,502,39600,1
26.4528,98.78,0.376,33007.81,167.0,8.87,9.08,8.91,9.205,6.76,394365,0,202.96,202.78400000000002,1,37,622,34800,0
115.0474,91.2,0.287,36246.375,160.0,8.695,8.79,8.63,9.015,6.96,408819,0,155.64,282.256,1,36,620,28200,1
31.0014,62.94,0.353,40029.33,165.1,9.02,9.045,8.89,9.185,8.4,503379,1,170.6,285.84,1,36,588,73000,1
22.7284,76.18,0.511,32724.505,95.8,7.88,8.19,7.945,8.09,8.28,456271,1,159.04,303.616,1,26,563,45200,1
21.1204,59.92,0.512,43501.205,127.1,8.275,8.405,8.245,8.675,8.44,511949,1,120.0,268.0,3,35,458,100000,1
22.1318,58.82,0.5870000000000001,32974.48,93.0,4.59,4.75,4.69,4.8,6.6,503151,0,186.24,263.296,1,53,444,41200,1
304.724,91.2,0.307,35235.365,173.5,9.12,9.33,9.095,9.305,7.96,374897,1,146.88,201.15200000000002,4,50,703,14400,0
22.0168,75.02,0.45299999999999996,37301.825,155.1,8.595,8.685,8.5,8.87,8.44,495560,1,113.12,263.64799999999997,1,34,544,45600,0
53.132,94.16,0.129,34007.71,170.8,9.175,9.24,9.035,9.315,8.06,428936,0,110.6,243.44,1,34,831,43000,1
20.2762,55.92,0.578,43745.625,105.5,7.095,7.235,7.12,7.25,9.12,546519,1,164.0,288.0,1,26,430,100000,1
211.9142,91.2,0.307,35574.22,173.5,9.17,9.32,9.115,9.12,7.96,359036,0,108.84,281.936,1,42,689,24200,0
22.0,67.18,0.5670000000000001,38785.01,91.2,7.095,7.32,7.245,7.355,8.78,546989,0,165.24,285.296,4,34,511,66200,1
30.74,67.4,0.496,33224.455,141.6,8.015,8.31,8.06,8.265,8.52,480986,0,165.72,203.888,4,59,467,48600,0
22.2658,64.86,0.5720000000000001,38312.835,127.8,6.755,6.935,6.8,6.84,8.68,470107,1,204.8,224.32,4,24,387,54000,1
26.6294,67.4,0.493,45812.085,143.9,8.09,8.255,8.13,8.225,7.52,529841,1,181.32,227.72799999999998,4,23,504,96600,1
47.0944,71.28,0.462,33729.96,173.5,7.805,7.97,7.76,8.115,6.8,436306,1,185.8,242.32,4,23,523,29000,0
