Marketing expense,Production expense,Multiplex coverage,Budget,Movie_length,Lead_ Actor_Rating,Lead_Actress_rating,Director_rating,Producer_rating,Critic_rating,Trailer_views,3D_available,Time_taken,Twitter_hastags,Genre,Avg_age_actors,Num_multiplex,Collection,Start_Tech_Oscar
168.0778,91.2,0.40299999999999997,31202.435,171.4,9.235,9.325,9.215,9.315,6.96,316479,0,128.88,242.752,1,25,528,34400,1
233.43599999999998,91.2,0.26,35879.745,168.3,8.9,9.15,8.995,8.98,6.96,342695,1,106.72,241.888,1,28,762,23600,0
21.2526,78.86,0.42700000000000005,36624.115,142.6,8.68,8.775,8.62,8.97,6.8,492480,0,186.96,243.584,2,27,561,44800,0
25.9638,67.4,0.496,42695.73,90.5,8.225,8.35,8.195,8.475,8.52,547397,1,202.68,287.472,3,43,550,93400,1
21.3328,63.1,0.49,36363.03,106.6,8.39,8.545,8.395,8.41,7.68,500067,1,123.76,244.704,4,48,509,58800,1
20.7318,64.72,0.574,35007.61,105.7,7.235,7.405,7.265,7.29,8.2,492574,0,121.92,203.968,1,20,469,49600,1
20.689,59.06,0.585,34229.91,111.9,6.8,6.965,6.8,6.89,8.06,501886,1,155.64,243.856,1,32,415,48200,1
22.1148,110.48,0.391,33235.565,172.3,9.02,9.155,8.97,9.12,6.98,382738,0,141.44,282.176,4,47,563,27200,0
461.022,91.2,0.26,32318.99,165.9,8.985,9.17,9.02,9.095,7.96,360183,0,157.39149797570857,241.68,4,38,753,21000,0
20.8226,64.72,0.574,37368.485,107.0,7.25,7.36,7.3,7.29,8.2,499995,1,129.2,284.48,3,54,374,56000,0
27.384,74.8,0.456,36479.685,160.8,8.04,8.345,8.1,8.305,7.32,483058,1,191.52,263.808,3,56,544,47600,1
161.0084,91.2,0.386,33902.165,158.6,8.96,9.1,8.83,9.065,7.96,340669,0,165.36,1622.4,3,29,634,26800,1
22.9864,65.26,0.547,31891.255,139.7,6.335,6.42,6.235,6.56,7.06,465689,0,157.39149797570857,222.99200000000002,1,30,439,37400,1
22.1224,64.86,0.5720000000000001,33857.725,138.6,6.785,6.96,6.685,6.9,7.68,462958,0,166.04,263.216,4,41,397,40200,0
117.9644,91.2,0.369,27608.35,173.5,9.265,9.445,9.24,9.385,7.96,549584,0,194.0,268.0,1,41,624,100000,1
66.008,94.16,0.395,35102.045,169.6,8.855,8.98,8.88,9.085,8.06,473988,0,133.52,223.808,4,23,663,47600,0
27.6428,67.4,0.496,44662.2,160.0,8.255,8.52,8.345,8.45,7.52,560909,1,119.04,206.016,2,54,532,75200,0
21.9024,80.66,0.563,34918.73,118.5,7.585,7.75,7.585,8.07,8.26,496661,0,120.56,203.424,4,28,382,42800,0
20.4018,60.36,0.5839,44628.87,105.4,7.295,7.6,7.36,7.505,8.06,517393,1,178.0,308.0,1,51,442,100000,1
21.3776,59.92,0.512,34129.92,135.7,8.655,8.805,8.605,8.74,7.44,461876,1,132.48,305.79200000000003,1,59,561,72400,1
24.5938,76.18,0.511,35140.93,126.0,7.685,7.88,7.765,7.955,7.28,444948,1,133.76,223.90400000000002,1,52,511,48800,0
260.964,91.2,0.386,31374.64,161.1,8.935,9.03,8.9,9.23,7.96,455145,0,178.32,223.328,4,36,581,41600,0
23.0196,75.02,0.45299999999999996,33446.655,156.1,8.615,8.755,8.54,8.595,7.44,454755,0,189.68,303.072,2,28,609,38400,0
21.2254,67.82,0.5529999999999999,37918.43,101.1,7.43,7.58,7.54,7.725,7.48,516911,0,125.24,225.296,1,21,417,66200,1
25.9832,68.92,0.536,32530.08,115.6,7.67,7.895,7.745,7.83,7.28,448615,1,124.44,303.376,4,27,466,42200,1
20.7922,65.38,0.485,33535.535,108.0,6.87,7.15,6.865,7.145,6.96,477685,1,178.44,283.376,4,57,506,42200,0
23.0172,110.48,0.391,30296.97,166.2,8.95,9.215,9.02,9.175,7.98,411264,0,120.08,282.432,4,28,605,30400,1
173.4404,91.2,0.307,31924.585,172.4,9.135,9.23,9.125,9.24,6.96,384688,0,185.4,281.36,4,22,663,17000,0
26.609,67.4,0.493,33807.73,135.0,8.045,8.305,8.095,8.255,8.52,471552,1,183.6,283.84,4,57,525,48000,1
21.2258,61.66,0.5571,42467.975,123.2,7.27,7.53,7.285,7.495,8.02,524593,1,174.4,247.36,3,25,512,92000,1
22.5158,61.88,0.563,36418.58,102.6,7.69,7.86,7.66,7.655,8.96,537380,1,151.92,204.768,1,40,460,59600,0
20.9864,59.36,0.528,38046.195,143.8,8.36,8.555,8.345,8.375,8.32,490857,1,209.28,244.512,2,46,470,56400,0
22.2054,65.26,0.547,35863.08,141.3,6.225,6.46,6.285,6.58,7.06,525189,1,116.88,203.55200000000002,4,56,434,44400,1
21.6616,59.92,0.512,31130.22,163.3,8.47,8.58,8.425,8.545,8.44,440780,1,198.56,204.22400000000002,3,27,467,52800,0
21.6774,80.66,0.563,32630.07,110.1,7.735,7.885,7.59,7.785,8.26,467670,0,128.12,303.248,2,37,472,40600,0
